"microRNA","p-value","FDR","Odd ratio","Number of interactions","Target Gene 1","Target Gene 2","Target Gene 3","Target Gene 4","Target Gene 5","Target Gene 6","Target Gene 7","Target Gene 8","Target Gene 9","Target Gene 10","Target Gene 11","Target Gene 12","Target Gene 13","Target Gene 14","Target Gene 15","Target Gene 16","Target Gene 17","Target Gene 18","Target Gene 19","Target Gene 20","Target Gene 21","Target Gene 22","Target Gene 23","Target Gene 24","Target Gene 25","Target Gene 26","Target Gene 27","Target Gene 28","Target Gene 29","Target Gene 30","Target Gene 31","Target Gene 32","Target Gene 33","Target Gene 34","Target Gene 35","Target Gene 36","Target Gene 37","Target Gene 38","Target Gene 39","Target Gene 40","Target Gene 41","Target Gene 42","Target Gene 43","Target Gene 44","Target Gene 45","Target Gene 46","Target Gene 47","Target Gene 48","Target Gene 49","Target Gene 50","Target Gene 51","Target Gene 52","Target Gene 53","Target Gene 54","Target Gene 55","Target Gene 56","Target Gene 57","Target Gene 58","Target Gene 59","Target Gene 60","Target Gene 61","Target Gene 62","Target Gene 63","Target Gene 64","Target Gene 65","Target Gene 66","Target Gene 67","Target Gene 68","Target Gene 69","Target Gene 70","Target Gene 71","Target Gene 72","Target Gene 73","Target Gene 74","Target Gene 75","Target Gene 76","Target Gene 77","Target Gene 78","Target Gene 79","Target Gene 80","Target Gene 81","Target Gene 82","Target Gene 83","Target Gene 84","Target Gene 85","Target Gene 86","Target Gene 87","Target Gene 88","Target Gene 89","Target Gene 90","Target Gene 91","Target Gene 92","Target Gene 93","Target Gene 94","Target Gene 95","Target Gene 96","Target Gene 97","Target Gene 98","Target Gene 99","Target Gene 100","Target Gene 101","Target Gene 102","Target Gene 103","Target Gene 104","Target Gene 105","Target Gene 106","Target Gene 107","Target Gene 108","Target Gene 109","Target Gene 110","Target Gene 111","Target Gene 112","Target Gene 113","Target Gene 114","Target Gene 115","Target Gene 116","Target Gene 117","Target Gene 118","Target Gene 119","Target Gene 120","Target Gene 121","Target Gene 122","Target Gene 123","Target Gene 124","Target Gene 125","Target Gene 126","Target Gene 127","Target Gene 128","Target Gene 129","Target Gene 130","Target Gene 131","Target Gene 132","Target Gene 133","Target Gene 134","Target Gene 135","Target Gene 136","Target Gene 137","Target Gene 138","Target Gene 139","Target Gene 140","Target Gene 141","Target Gene 142","Target Gene 143","Target Gene 144","Target Gene 145","Target Gene 146","Target Gene 147","Target Gene 148","Target Gene 149","Target Gene 150","Target Gene 151","Target Gene 152","Target Gene 153","Target Gene 154","Target Gene 155","Target Gene 156","Target Gene 157","Target Gene 158","Target Gene 159","Target Gene 160","Target Gene 161","Target Gene 162","Target Gene 163","Target Gene 164","Target Gene 165","Target Gene 166","Target Gene 167","Target Gene 168","Target Gene 169","Target Gene 170","Target Gene 171","Target Gene 172","Target Gene 173","Target Gene 174","Target Gene 175","Target Gene 176","Target Gene 177","Target Gene 178","Target Gene 179","Target Gene 180","Target Gene 181","Target Gene 182","Target Gene 183","Target Gene 184","Target Gene 185","Target Gene 186","Target Gene 187","Target Gene 188","Target Gene 189","Target Gene 190","Target Gene 191","Target Gene 192","Target Gene 193","Target Gene 194","Target Gene 195","Target Gene 196","Target Gene 197","Target Gene 198","Target Gene 199","Target Gene 200","Target Gene 201","Target Gene 202","Target Gene 203","Target Gene 204","Target Gene 205","Target Gene 206","Target Gene 207","Target Gene 208","Target Gene 209","Target Gene 210","Target Gene 211","Target Gene 212","Target Gene 213","Target Gene 214","Target Gene 215","Target Gene 216","Target Gene 217","Target Gene 218","Target Gene 219","Target Gene 220","Target Gene 221","Target Gene 222","Target Gene 223","Target Gene 224","Target Gene 225","Target Gene 226","Target Gene 227","Target Gene 228","Target Gene 229","Target Gene 230","Target Gene 231","Target Gene 232","Target Gene 233","Target Gene 234","Target Gene 235","Target Gene 236","Target Gene 237","Target Gene 238","Target Gene 239","Target Gene 240","Target Gene 241","Target Gene 242","Target Gene 243","Target Gene 244","Target Gene 245"
"hsa-miR-335-5p","1.58e-24","3.72e-21","0.541","245","PTPRN2","CD69","DNASE1L3","TGFBR2","ALDH2","VNN2","SEMA3B","ARRB1","SERPINA1","ESAM","ATP10A","F10","RHOB","CFP","ABCA3","IL6","DAPK2","NECAB1","ITGB2","KDR","CSF1","SASH1","CLIC3","LEPR","MAN1A1","RARRES2","SCIMP","MUC15","IRX2","LRRK2","RAB11FIP1","MAP3K8","DISP1","RSPH4A","FOXA2","LDLR","MMRN1","WIF1","SLC34A2","IL6ST","PLLP","NLRC4","PDE5A","GAB2","RSPO4","BCL2A1","CEACAM21","CDH5","TNNC1","JUND","PGM5","IGSF10","MYCT1","NTN4","UNC13D","NCF4","GUCY1A2","CXCR2","APOH","FCGRT","SELENBP1","PLSCR4","SELPLG","ABCA8","PLEKHB1","GPIHBP1","GPRIN2","KRT4","CLIC2","PRR15L","THEMIS2","C1QA","CXCR1","APBB1","DNALI1","PDE2A","RGCC","SPRY4","C20orf85","LTBP4","NAPSB","BMP2","PTGDS","CITED2","CACNG4","ETV1","CCL14","SNTB1","SLC46A2","C2","TMEM190","CLEC3B","TEKT1","TIMP3","IL33","PTGS2","MUC1","FAM216B","SPATA18","TMEM163","NR3C2","SLCO4C1","LIFR","LMCD1","NKG7","LRRC32","CFTR","LMO3","SNTN","SH2D3C","PLPP3","PEBP4","ROBO4","C16orf54","MS4A2","MGP","CPAMD8","SHROOM4","C9orf24","PPBP","MGAT3","SOSTDC1","TJP3","TRIM22","LRRC36","HCST","CD300C","LMOD1","ICAM1","SLPI","KHDRBS2","CA3","ST3GAL5","ADGRF5","CCDC69","TPPP3","HLA-DMA","CXCL3","SLC16A4","AGRP","CXCL2","CASKIN2","APOC1","TFPI","ANG","SDR16C5","DOCK11","ACE","AGR2","MFNG","TLR4","CST6","COL6A6","CFI","ITGA1","ID4","MEOX2","NR4A2","HRCT1","AQP5","RASIP1","LAPTM5","GRIA1","PLEKHH2","FBLN5","AREG","RCSD1","DACH1","ADGRE1","HLA-DRB5","GNA14","ATP8A1","RPS6KA2","OCLN","PIFO","SCARA5","SLC1A1","PTPRM","ANKRD29","VAMP5","HSD11B1","PDZD2","DUSP6","DKK2","CHI3L2","KLF9","GDF15","CGNL1","CTSW","SERPIND1","MS4A8","CD37","FGL2","TBX5","LPCAT1","AATK","SCGB3A1","PROS1","SERPING1","SLC6A4","FPR1","PDK4","NR4A1","CD36","TSC22D3","RSPO2","PREX2","RORC","CLEC14A","TNS2","VEGFD","FHL1","CYYR1","FABP4","KCTD12","SHROOM3","SFTPD","AGR3","GPER1","CXCL16","KL","C5AR1","EMCN","ACSL5","GIMAP2","DENND3","CD101","RRAD","GDF10","FOS","MSLN","ASAH1","OTUD1","CRIP2","LILRA5","NFKBIZ","TNS1","ZEB2","DAAM2","SOX17","TXNIP","GBP4","AKAP12","MAOB","PXMP4"
