Term;Overlap;P.value;Adjusted.P.value;Gene_count;Gene_ratio;Genes
TEAD1 (human);119/1547;8,74414422137072e-05;0,0150116044205058;119;0,0769230769230769;IFITM2;NCF4;PLEKHB1;WWC2;PRF1;SLA;C4BPA;GIMAP4;SLC4A4;CAPN9;EDNRB;SOX17;TMEM88;SLCO2B1;CCRL2;VSIG4;MYOZ1;TNS1;KRT7;RNASE1;UNC13D;HLA-E;CYP27A1;DOK2;AZGP1;MT1A;RBP2;DAAM2;MFNG;COL4A4;MYADM;CARD16;ERG;GRIA1;SLC22A3;PKDCC;MAOB;FPR1;GATA2;RHOBTB2;SULT1A1;SLC9A3R2;SOCS3;ALDH3B1;A2M;CCR1;ANKRD29;HLA-DRB5;STARD13;NR2F1;PPBP;SELP;MARCO;PTPRB;IL6;OCLN;PPP1R1B;NOSTRIN;ID4;SCGB3A1;FXYD6;SFTA2;SRPX;CALCOCO1;CLIC3;SLC44A4;LRRK2;FHL1;RASGRF1;PTH1R;MSLN;AFF3;SIRPB1;SLC6A4;TMEM100;HYAL1;TIMP3;CD36;RSPO4;PTGIS;TNNC1;MAMDC2;SSTR1;KLF15;DCN;LAT2;CRY2;RGN;VAMP2;JDP2;MATN3;KANK2;CCL14;RAMP3;TNXB;ATP10A;HSD17B6;SNX30;TFPI;CRIP1;STX11;APOLD1;RASIP1;SCEL;MYCT1;FGD5;OLFML1;SCN7A;APBB1;AOC3;ANGPT1;PLA2G2A;KCNJ15;FAM189A2;KLF6;ATP13A4;C16ORF89;SFTPA1;SNTB1
ELF3 (human);115/1488;9,56153147802916e-05;0,0150116044205058;115;0,0772849462365591;SPI1;SLC46A2;IFITM2;CLEC10A;NCF4;PRF1;AQP1;RGS5;EDNRB;DMBT1;FAM162B;LIPH;C3AR1;MYOZ1;LIMCH1;STARD8;ACSL5;KRT7;ATP11A;TYROBP;ADPRH;MYADM;MAL;S100A4;S100A3;PLA1A;PKDCC;IGSF6;CAPSL;C5ORF49;RASGRP2;AGER;C2;PDZD2;MYH11;LTA4H;SLC15A3;MYH10;ACE;JUND;RBPMS;FZD4;LRRN4;PDE2A;NKG7;SMAD6;ESAM;FGFR4;FERMT3;ACVRL1;SFTA3;SERPINA1;CITED2;DOCK8;FHL1;ITGB2;ARRB1;PTH1R;PEAR1;MSLN;AFF3;LIMD1;CXCL2;RND1;SPN;GGTLC1;C20ORF85;FCGR3A;FLVCR2;ACP5;CTSH;TPSAB1;ADAMTS8;PLA2G4F;FCER1G;SFTPC;SH2D3C;EMP2;FOS;HBA1;RHOB;NPC2;PLSCR4;VAMP5;SCN4B;MGLL;ENG;KANK2;CX3CR1;RAMP2;CCDC68;ADCY4;TMPRSS2;CRIP2;DENND3;GLRX;TFPI;AIF1;PAPSS2;RASIP1;SCEL;PDLIM2;TMEM204;SNX25;CXCR2;CCL2;CEACAM21;AOC3;F10;SUSD2;FOXJ1;SORBS1;APLN;MYO1F;F2RL3
NFIA (human);107/1416;0,00038851467270821;0,0382889350836772;107;0,0755649717514124;CSF1;NCF4;HP;AQP4;AQP5;CLU;RGS2;PEBP4;ENPP2;MS4A15;ENPP4;SVEP1;SYNPO;CISH;KRT4;ACSL5;PGC;UNC13D;OSCAR;AZGP1;EMCN;PRR15L;DAAM2;GPD1;MYADM;CD300C;IGSF6;MAOB;NOTCH4;ADRB2;RHOBTB2;SULT1A1;SOCS3;CNN1;TMEM125;ALDH3B1;CASKIN2;SULT1A2;STARD13;TRPV2;ABCA8;NR0B2;FLI1;PPP1R1B;PKIG;ACVRL1;SRPX;CPM;ORM1;SLC44A4;CNRIP1;AATK;PTH1R;HIF3A;AKAP12;UBL3;SGCA;ALDH2;CTSE;CLIC2;WDR38;EDN1;FCER1G;SFTPC;SH2D3C;C9ORF24;SERPINB6;CRY2;RHOJ;CHI3L2;CDHR3;RGN;TLR8;PPARG;DNASE1L3;ANGPTL1;JDP2;ARHGEF6;CX3CR1;C1QA;SFTPA2;ADCY4;CRIP2;GLRX;CST6;PAPSS2;HLA-DMA;FGD5;PDLIM2;CXCR1;ABI3BP;ATOH8;AGR2;SH3BP5;F10;P2RY14;TIE1;LAPTM5;KCNJ15;CYP4B1;CABLES1;FABP3;CD4;DES;ALOX5AP;PMP22;LIMS2
TFAP2A (mouse);122/1663;0,000487757134823914;0,0382889350836772;122;0,0733613950691521;CSF3;TPSB2;CD83;IFITM2;GMFG;NCF4;PLEKHB1;SLA;AQP3;EDNRB;FAM162B;TMEM88;FAM174B;SLCO2B1;SYNPO;MFSD2A;TNS1;RNASE1;UNC13D;GPRIN2;MFNG;SLCO2A1;BTK;ROR1;S100A4;S100A3;CD300C;FAM92B;PLA1A;GRIA1;PKDCC;SLC1A1;AK1;GATA6;ECSCR;LTBP4;ARHGAP18;PCDH12;AGER;PCDH17;RASGRP4;C2;SLC9A3R2;SOCS2;SOCS3;CNN1;PLAC9;ALDH3B1;CASKIN2;MYH11;LTA4H;TPPP;GPIHBP1;CBX7;RARRES2;TNFSF13;PDE2A;SMAD6;HSPA12B;MARCO;FXYD1;PPP1R1B;ALPL;RGL3;SRPX;CITED2;FHL1;COX4I2;HSPB7;PTH1R;HIF3A;AREG;CXCL2;CXCL5;SYNE1;FAM166B;UBL3;SGCA;CRTAC1;PGM5;SCARF1;GPSM3;SRGN;TMEM150B;EGFL7;TRPC6;ARHGEF15;MAMDC2;INMT;FGR;B3GNT7;CAT;MMRN2;RHOJ;PECAM1;ZMYND10;SCN4B;ST6GALNAC6;CX3CR1;SASH3;SEMA3B;PRELP;HSD17B11;TMEM163;PRAM1;DUOX1;PDLIM2;TMEM204;MGAT3;LAIR1;GDF15;CYP4B1;APOBR;PNMA2;TBX2;CD4;DES;BCL6B;FOSB;RAB17;FOLR1;F2RL3
KLF11 (human);104/1388;0,000629520429653311;0,0395338829822279;104;0,0749279538904899;TPSB2;SPI1;LST1;RORC;PRF1;FAM107A;NR3C2;DOCK11;ZFP36;TMEM88;PTGDS;SLC16A5;RNASE1;UNC13D;CLDN5;PRR15L;KCNQ1;SLCO2A1;MYADM;SERPING1;S100A4;CD300C;MYL9;RRAD;ADRB1;RHOBTB2;SLC9A3R2;ALDH3B1;CPAMD8;TSPAN4;LPXN;TPPP;GPIHBP1;JUND;ZBTB16;PDE2A;NR4A2;NR4A1;CXCL12;FXYD1;PPP1R1B;RGL3;FGFR4;FERMT3;ACVRL1;SERPINA1;CLIC3;SLC44A4;FHL1;RASGRF1;ITGB2;HSPB7;LPCAT1;AATK;ARRB1;HIF3A;MSLN;NRGN;SLC6A4;SPN;CA4;PRX;ACP5;CTSH;PGM5;TPSAB1;SCARF1;EGFL7;PTGIS;SFTPC;ABCC6;HBA2;C9ORF24;HBA1;LAT2;FGR;GPRC5A;MMRN2;PPARG;PDE5A;GAS6;VAMP2;ENG;ITIH5;RAMP3;TNXB;CRIP2;CRIP1;RASIP1;FSTL3;SELENBP1;DUOX1;DRAM1;PDLIM2;CD55;IRX2;SUSD2;SPRY4;TBX5;SOD3;BCL6B;PMP22;LIMS2;C1QC
