Term;Overlap;P.value;Adjusted.P.value;Gene_count;Gene_ratio;Genes
Positive Regulation of Leukocyte Cell-Cell Adhesion (GO:1903039);18/51;8,49075715627476e-11;2,57482210764032e-08;18;0,352941176470588;HLA-DRB5;ITGB2;ETS1;SIRPB1;HLA-DMA;IL6;HLA-DMB;NR4A3;HLA-DPB1;CCL2;HLA-DRA;HLA-DOA;HLA-DQA2;HLA-DQB2;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
Regulation of Angiogenesis (GO:0045765);38/213;9,94696464679643e-11;2,68639433828213e-08;38;0,178403755868545;SEMA5A;RAMP2;HSPB6;NPR1;GATA6;ECSCR;PTPRM;GATA2;TSPAN12;ETS1;AQP1;CDH5;RRAS;HYAL1;ADAMTS1;APOH;ALOX5;KDR;CD36;CD34;HOXA5;SASH1;PPP1R16B;PTGIS;ANXA3;TNFSF12;TIE1;EMP2;DCN;RHOB;CLDN5;IL6;RGCC;RHOJ;COL4A3;PPARG;TEK;PF4
Positive Regulation of ERK1 and ERK2 Cascade (GO:0070374);32/158;1,03351252365897e-10;2,68639433828213e-08;32;0,20253164556962;RAMP3;FLT4;C5AR1;CXCL17;ARRB1;TREM2;FPR2;AGER;ICAM1;GLIPR2;GPER1;KDR;FFAR4;CCN2;CD36;CCR1;FGA;CD74;ANGPT1;CCL21;FGG;PLA2G2A;NPNT;SCIMP;MTURN;MARCO;BMP2;PTPRC;TEK;FGFR4;GAS6;FERMT2
Positive Regulation of Cell Motility (GO:2000147);42/254;1,26553352468689e-10;2,88700205407204e-08;42;0,165354330708661;CCL14;SEMA5A;CSF1;FLT4;SEMA3B;FAM107A;SEMA3G;NEDD9;AIF1;VSIR;CXCL16;DUOX1;CDH5;PODXL;GPER1;SPOCK2;KDR;CTSH;CCL2;CCN1;CCL18;CCR1;EDN1;CCL23;MYOC;CAVIN1;CCL21;F10;FZD4;CAV1;FGR;BMP2;CLDN3;CXCL12;DAAM2;CEACAM6;MYADM;CASS4;PECAM1;FERMT2;FERMT3;HBEGF
Peptide Antigen Assembly With MHC Protein Complex (GO:0002501);12/21;1,26936061734412e-10;2,88700205407204e-08;12;0,571428571428571;HLA-DRB5;HLA-DMA;HLA-DMB;HLA-DPB1;HLA-DRA;HLA-DOA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1;HLA-DPA1;HLA-DQB1
Positive Regulation of Lymphocyte Activation (GO:0051251);18/53;1,77150345629885e-10;3,79205945733618e-08;18;0,339622641509434;HLA-DRB5;SIRPB1;HLA-E;HLA-DMA;IL6;TYROBP;HLA-DMB;HLA-DPB1;CCL2;HLA-DRA;NCKAP1L;HLA-DOA;HLA-DQA2;HLA-DQB2;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
Regulation of Immune Response (GO:0050776);25/105;3,16652370127824e-10;6,40165541608417e-08;25;0,238095238095238;CLEC12A;PLA2G1B;TREM2;CFP;C8B;SAMHD1;C2;C3;SPN;C5;HLA-DMA;HLA-DMB;C7;HLA-DOA;HLA-DQA2;HLA-DQA1;HLA-DPA1;HLA-DRB5;FGR;HLA-DPB1;HLA-DRA;CD300C;HLA-DRB1;HLA-DQB2;HLA-DQB1
Positive Regulation of MAPK Cascade (GO:0043410);53/380;3,52484788393603e-10;6,7510112892859e-08;53;0,139473684210526;SPI1;FLT4;LRRK2;RASGRF1;CXCL17;ARRB1;TREM2;ICAM1;RASSF2;GLIPR2;GPER1;KDR;FFAR4;CCN2;CD36;IL6R;FGA;EDN1;MYOC;FGG;NPNT;MTURN;PECAM1;GAS6;IL6ST;JCAD;RAMP3;PLA2G1B;C5AR1;ADRB1;FPR2;ADRB2;AGER;LILRA5;MBIP;SASH1;CCR1;CD74;GADD45B;CCL21;ANGPT1;GDF15;CAV2;PLA2G2A;LAPTM5;SCIMP;MARCO;BMP2;IL6;PTPRC;TEK;FGFR4;FERMT2
Positive Regulation of Macromolecule Biosynthetic Process (GO:0010557);49/344;7,95357246651175e-10;1,44715251028181e-07;49;0,142441860465116;CALCOCO1;PID1;CSF1;CITED2;TREM2;CLU;ETS1;VSIR;CDH5;LAMP3;GPER1;CTSH;CD36;CD34;HOXA5;SLC11A1;TGFBR3;CLDN5;CLDN3;TYROBP;PPARG;GAS6;TLR4;RBMS3;RAMP2;RAMP3;HPN;GATA2;DLL4;NKX2-1;AGR2;MBIP;CCL2;EGR1;CD74;IL33;CCL21;ANGPT1;PDE2A;RAB27A;SORBS1;NR0B2;OCLN;BMP2;IL6;RGCC;SLC26A9;FGFR4;PF4
Regulation of Endothelial Cell Apoptotic Process (GO:2000351);16/48;2,5054575133573e-09;4,3415999481463e-07;16;0,333333333333333;SEMA5A;FGA;RAMP2;ANGPT1;FGG;ECSCR;NDNF;GATA2;ICAM1;CDH5;RGCC;GPER1;KDR;CCL2;TEK;GAS6
Negative Regulation of Endothelial Cell Apoptotic Process (GO:2000352);12/28;9,1857858241203e-09;1,51941248245335e-06;12;0,428571428571429;SEMA5A;CDH5;FGA;RAMP2;ANGPT1;FGG;KDR;NDNF;TEK;GATA2;GAS6;ICAM1
Phagocytosis (GO:0006909);22/98;1,17237881764336e-08;1,85490718148008e-06;22;0,224489795918367;MSR1;SRPX;ITGAM;CD93;ANXA3;PRKCE;SLC11A1;ITGB2;TREM2;AGER;AIF1;FGR;MARCO;TYROBP;BIN2;PECAM1;CD36;CD302;GAS6;TLR4;LDLR;TGM2
Positive Regulation of Phagocytosis (GO:0050766);18/67;1,23730811333348e-08;1,87606842684188e-06;18;0,26865671641791;FCN1;FCN3;SLC11A1;SFTPD;RAB27A;TREM2;FPR2;CFP;GATA2;SIRPB1;C2;C3;FCGR2A;PTPRC;CCL2;NCKAP1L;GAS6;CD300LF
Microglial Cell Activation (GO:0001774);11/24;1,62722218838797e-08;2,36858461741753e-06;11;0,458333333333333;CX3CR1;C1QA;ITGAM;TYROBP;C5AR1;ITGB2;TREM2;FPR2;AGER;AIF1;CLU
Regulation of Endothelial Cell Proliferation (GO:0001936);20/85;2,30520750211819e-08;3,22640388469542e-06;20;0,235294117647059;ACVRL1;SEMA5A;PPP1R16B;EGFL7;ANGPT1;CAV2;FLT4;CAV1;TIE1;TNFSF12;PTPRM;NR4A1;RGCC;ALOX5;APOH;ATOH8;KDR;ANG;TEK;ENG
Negative Regulation of Cellular Process (GO:0048523);63/551;2,481090961425e-08;3,34395926245392e-06;63;0,114337568058076;SEMA5A;ACVRL1;BTG2;FHL1;WWC2;TREM2;ADARB1;CLU;ETS1;RND1;SPN;SOX17;ADAMTS1;HYAL1;RPS6KA2;HYAL2;GPER1;ADAMTS8;TNS2;DUSP1;ITGA1;SSTR1;TENT5B;RHOB;KAT2B;AZGP1;CLDN3;DDAH1;SFRP5;COL4A3;MMRN2;TXNIP;PPARG;AGTR2;FBP1;KANK2;HPGD;NPR1;NOTCH4;DLL4;PODXL;ALOX5;LPXN;SLIT3;SLIT2;JAM2;CCL23;ANGPT1;WFS1;SUSD2;TBX5;SMAD6;ALOX15B;HOPX;TBX2;BMP5;NR4A1;FABP3;BMP2;IL6;RGCC;DLC1;SCGB3A1
Positive Regulation of Response to External Stimulus (GO:0032103);30/176;2,71970448031944e-08;3,53464450138658e-06;30;0,170454545454545;LPL;TREM2;FPR2;NLRC4;ETS1;AIF1;LILRA5;DUOX1;GNA14;CAMK2N1;APOH;HYAL2;NFKBIZ;MAP3K8;SCARF1;GPSM3;SASH1;CCR1;IL33;CCL21;RARRES2;PDE2A;PLA2G2A;LY86;NKG7;SCIMP;CD4;AGTR1;TLR8;TLR4
Regulation of Inflammatory Response (GO:0050727);40/283;3,54262847368919e-08;4,44538793646723e-06;40;0,141342756183746;CLEC12A;CXCL17;LPL;FPR2;NLRC4;PTGS2;ETS1;LILRA5;CDH5;GNA14;CAMK2N1;HYAL2;ALOX5;GPER1;NFKBIZ;FFAR4;MAP3K8;SLC39A8;TNFAIP8L2;GPSM3;CCR1;IL33;PTGIS;RARRES2;PDE2A;PLA2G2A;NKG7;SELE;IL6;CD4;NR4A3;BCL6B;AGTR1;PPARG;CD69;TEK;DNASE1L3;TLR4;MGLL;VAMP2
Macrophage Activation (GO:0042116);13/37;3,84815760936744e-08;4,66781518016271e-06;13;0,351351351351351;C1QA;ITGAM;CD93;SLC11A1;C5AR1;ITGB2;TREM2;FPR2;AGER;AIF1;CLU;FCGR3A;TLR4
