762	-3.64395900146528
200504	-4.20163981570223
115677	-2.161194975966
79674	-2.97722111495921
7134	-4.59653896031379
7010	-2.99547358344443
51705	-2.84723882421423
7123	-4.50444195355581
51208	-6.32317207718345
10351	-2.27095243455189
11170	-4.26972254367001
92086	-4.23439469800156
6943	-2.94619118377795
1901	-3.22092945710832
283383	-2.25773018597646
991	3.88040307720008
11095	-3.16352782832486
58494	-2.1856303496881
90952	-2.79578103576709
9079	-2.58832956633897
22974	4.03396173673599
11185	-4.58620039713455
6513	4.99450080248782
9457	-2.51723914513462
53405	-4.23807880684211
80177	-2.36340407377701
5347	2.81897320465375
94	-2.72897759995694
10395	-3.19191091044046
207107	-4.62089297240055
177	-7.01517863851324
221395	-3.59678487408382
92162	-2.19385653955867
23397	2.76982157047721
2823	-2.6575507961949
126669	-2.15320880496591
4881	-2.86516408913981
256949	-2.37144967433578
125	-4.80101027065148
24137	2.65807197961719
11065	4.12330738870442
9493	2.33304841931387
100505495	-2.03152842254556
55165	3.0024533744114
5199	-1.6120279899828
113130	2.95165711966351
54443	3.17721205228507
2305	3.48575340772605
202559	-1.6684111907628
6332	-2.81056190060319
9055	2.84373405093783
2277	-3.94702384527004
10044	-2.36934840404828
5787	-2.59299589240734
158376	-1.5917751733413
79825	-2.43261783089453
9936	-2.15849763019881
1556	-4.09225329257865
123264	-2.04459761912577
203	-2.00567707969142
891	3.05694316148389
1910	-3.54588847498285
5239	-1.99741244769083
83878	-1.36904034558761
4605	3.94312637113513
723809	-2.88295288902456
641700	-2.37619533454897
9787	2.78348993459847
9104	-1.87800805712104
22899	-2.34707642687912
332	3.49549137871872
64116	-3.54137089258949
10266	-2.90436785132079
79625	-4.16469113643975
9133	3.10943216220145
115727	-1.41730129170908
5319	-3.87219738133045
56241	-4.42947015452927
220134	2.19264030781057
54538	-2.82288561406312
2273	-3.51547513836075
2878	-3.5886783195511
9254	-4.04192612944649
890	2.91295704780465
126393	-3.12799037348455
1674	-3.90473600219683
2160	-1.59736642379072
8516	-2.42719214663219
9319	2.83667732647795
51751	-2.99986175586884
4751	2.65312898700005
1063	2.79849967014024
23624	3.05211627312045
3832	2.66900946482046
8436	-4.17922770020116
338328	-3.76959879869446
8318	2.80443703263393
11004	2.96685341269608
199675	-4.7947088010896
8630	-3.35205293232561
7020	2.63037311799373
4288	2.86591922756568
219995	-4.03842596382191
701	2.61234326795508
10024	2.5367766439295
100820829	-2.42746133293929
2597	2.40270457462044
