;TCGA-39-5040-01A-21R-2125-07;TCGA-56-8309-01A-11R-2296-07;TCGA-22-5489-01A-01R-1635-07;TCGA-58-8386-01A-11R-2296-07;TCGA-22-5483-01A-01R-1820-07;TCGA-43-6773-01A-41R-1949-07;TCGA-43-7658-01A-11R-2125-07;TCGA-77-8007-01A-11R-2187-07;TCGA-56-7580-01A-11R-2045-07;TCGA-56-7222-01A-11R-2045-07;TCGA-22-5481-01A-31R-1949-07;TCGA-77-7335-01A-11R-2045-07;TCGA-22-4593-01A-21R-1820-07;TCGA-43-6143-01A-11R-1820-07;TCGA-56-7579-01A-11R-2045-07;TCGA-77-8008-01A-21R-2187-07;TCGA-56-8082-01A-11R-2247-07;TCGA-56-7731-01A-11R-2125-07;TCGA-43-7657-01A-31R-2125-07;TCGA-51-4079-01A-01R-1100-07;TCGA-56-8083-01A-11R-2247-07;TCGA-77-7138-01A-41R-2045-07;TCGA-77-7338-01A-11R-2045-07;TCGA-33-4587-01A-11R-2125-07;TCGA-33-6737-01A-11R-1820-07;TCGA-60-2709-01A-21R-1820-07;TCGA-77-7142-01A-11R-2045-07;TCGA-56-7823-01B-11R-2247-07;TCGA-22-5482-01A-01R-1635-07;TCGA-56-7582-01A-11R-2045-07;TCGA-51-4081-01A-01R-1100-07;TCGA-92-7340-01A-21R-2045-07;TCGA-22-5491-01A-01R-1635-07;TCGA-43-6771-01A-11R-1820-07;TCGA-85-7710-01A-11R-2125-07;TCGA-34-7107-01A-11R-1949-07;TCGA-43-6647-01A-11R-1820-07;TCGA-56-7730-01A-11R-2125-07;TCGA-22-5478-01A-01R-1635-07;TCGA-34-8454-01A-11R-2326-07;TCGA-43-5670-01A-21R-2125-07;TCGA-90-7767-01A-11R-2125-07;TCGA-56-8201-01A-11R-2247-07;TCGA-22-5472-01A-01R-1635-07;TCGA-90-6837-01A-11R-1949-07;TCGA-22-5471-01A-01R-1635-07;TCGA-77-7337-01A-21R-2045-07;TCGA-22-4609-01A-21R-2125-07;TCGA-56-8623-01A-11R-A28V-07;TCGA-39-5040-11A-01R-2125-07;TCGA-56-8309-11A-01R-2296-07;TCGA-22-5489-11A-01R-1635-07;TCGA-58-8386-11A-01R-2296-07;TCGA-22-5483-11A-11R-1820-07;TCGA-43-6773-11A-01R-1949-07;TCGA-43-7658-11A-01R-2125-07;TCGA-77-8007-11A-01R-2187-07;TCGA-56-7580-11A-01R-2045-07;TCGA-56-7222-11A-01R-2045-07;TCGA-22-5481-11A-01R-1949-07;TCGA-77-7335-11A-01R-2045-07;TCGA-22-4593-11A-01R-1820-07;TCGA-43-6143-11A-01R-1820-07;TCGA-56-7579-11A-01R-2045-07;TCGA-77-8008-11A-01R-2187-07;TCGA-56-8082-11A-01R-2247-07;TCGA-56-7731-11A-01R-2125-07;TCGA-43-7657-11A-01R-2125-07;TCGA-51-4079-11A-01R-1758-07;TCGA-56-8083-11A-01R-2247-07;TCGA-77-7138-11A-01R-2045-07;TCGA-77-7338-11A-01R-2045-07;TCGA-33-4587-11A-01R-2125-07;TCGA-33-6737-11A-01R-1820-07;TCGA-60-2709-11A-01R-1820-07;TCGA-77-7142-11A-01R-2045-07;TCGA-56-7823-11A-01R-2247-07;TCGA-22-5482-11A-01R-1635-07;TCGA-56-7582-11A-01R-2045-07;TCGA-51-4081-11A-01R-1758-07;TCGA-92-7340-11A-01R-2045-07;TCGA-22-5491-11A-01R-1858-07;TCGA-43-6771-11A-01R-1820-07;TCGA-85-7710-11A-01R-2125-07;TCGA-34-7107-11A-01R-1949-07;TCGA-43-6647-11A-01R-1820-07;TCGA-56-7730-11A-01R-2125-07;TCGA-22-5478-11A-11R-1635-07;TCGA-34-8454-11A-01R-2326-07;TCGA-43-5670-11A-01R-2125-07;TCGA-90-7767-11A-01R-2125-07;TCGA-56-8201-11A-01R-2247-07;TCGA-22-5472-11A-11R-1635-07;TCGA-90-6837-11A-01R-1949-07;TCGA-22-5471-11A-01R-1635-07;TCGA-77-7337-11A-01R-2045-07;TCGA-22-4609-11A-01R-2125-07;TCGA-56-8623-11A-01R-A28V-07
GMNN|ENSG00000112312;3,08517361208475;2,61726126194077;3,25743813341993;2,33837436930776;3,97852464179118;3,30086251359418;3,9136977324502;3,15371436027358;3,54422998179206;4,2335696520552;4,30593872798971;3,2114523532894;3,04869531071066;3,03375254294451;3,30104722918188;2,22618267116232;3,45826024667494;3,27317214359962;3,51652508934159;3,74749652362111;3,70545903533885;4,40493738970217;2,06516413956354;4,10765489275317;3,44749413335121;3,2572568939974;3,92549844566359;4,1065678992141;3,26117838238506;3,14697015093827;3,17056911321935;3,09996492962639;4,05447848796507;2,2313514037751;3,94775324037348;3,16826297457908;2,22391948570758;4,83160316795264;3,16609806060964;3,76116039171058;4,38290083617747;3,4748744343631;3,37020671892539;3,15880197422075;3,58203914383248;4,27860957787184;3,39631837997316;2,75793959269374;1,84008572567227;2,33095003683423;1,92625632422698;2,06884374903339;2,1814235123536;1,86377467827014;2,15094421430448;1,91262276917836;2,55139352773986;2,05636317961582;2,27654114495199;1,35758624658555;2,28490233390055;1,87599476038809;1,39395181024057;2,03599219190955;1,51615682369165;1,16684690274723;1,37145724948939;2,10469799145164;1,43124026214889;1,53054399503914;1,82789146147181;1,6501195283973;2,66733665508528;1,90317060893579;2,47587761782473;1,86482228657812;1,97985683155092;1,64940934373182;2,1017730098994;1,5862223930476;1,64171468615333;1,51566655174742;1,06700325883934;2,36455689055991;1,51141876660865;1,23830997201038;2,00769819182802;1,46414704829302;1,70085970386626;2,15632029175225;1,77111248850131;1,65997901387581;1,89599815679143;1,71655670931141;1,60697143233663;1,80397159216354;1,66423380709133;2,0302890594953
PERP|ENSG00000112378;6,75494491639638;6,847543078287;7,42960902485537;8,36136704650203;9,33798617940084;8,19714617829771;5,94259796484599;5,55362472994463;8,19500056366745;8,25702230631818;6,13907964564887;8,84976481879169;7,04681567105879;7,4490841659015;10,0503499595452;8,45584917994342;9,09228407048914;7,55264182493365;8,72138318769072;8,99367257683323;6,50466619455726;8,85948165144898;9,3219207963085;7,79722926167952;7,01642159620385;7,24011913204692;9,12719767792743;8,60392389522668;9,48951106680592;9,16204026377999;8,58117645708601;8,90659532180326;9,22884702986971;9,35722689539697;7,72575366967548;8,65613004217238;7,02607230118778;7,41795898406161;6,67999756758339;8,01973757669828;8,66146583080016;8,22574933130648;6,76829593420414;8,55451686936394;9,1186563607305;8,15036252886564;9,13659011934698;9,02340154295658;4,90683684501257;4,789378034102;5,37933858913829;5,11246309662468;4,66512183320532;4,62429786642274;4,34059047087529;5,35211757797862;4,6379487689938;5,14593619401967;5,11862621472267;4,92273663598952;5,50047114054958;4,40876054546683;4,06800289059379;5,33540258938206;4,09694161381577;4,82661853678562;4,61726011565356;4,89673164127986;4,54271397959473;4,84385322504604;4,96901844535995;5,35957147877504;5,08245041485551;4,78972417659576;4,9035718760289;5,34858621405045;4,69993008763208;4,54368121107062;5,0730237759907;4,22803380038804;4,82843241965548;4,91864107777954;4,23175284052845;4,43965575743404;4,22689780308572;4,64635394646608;5,53458271744046;4,62180415595481;4,67634182469056;5,49238271093146;5,02549510301721;4,78597582955581;4,75681373723931;4,40401381292152;5,19524756119122;5,14932037542837;4,92341264362212;4,77809851177109
MDFI|ENSG00000112559;1,34583310131395;2,75192530522438;3,30589204728992;4,77616418778538;2,62080733351488;5,00456287554475;5,74819345486097;3,1362397849452;4,01038330846938;3,52922500464887;2,37552861082022;2,82991068041536;4,3896231089336;2,49743354271313;4,59473293623959;5,03828494895533;3,10644732304874;4,11254956609718;5,20323772874409;3,49153660758892;5,38022693020328;5,03968412048167;3,91648961756135;5,01491485358119;4,34325485502671;3,03676291754379;2,27128053423586;3,91655859624582;5,26373679419472;3,50276786378649;2,96555439554046;3,30082321936543;3,33396994139341;4,86124936545663;3,97502538197952;3,82249419539125;4,7303082502661;2,69072004377506;3,97643303139817;4,29642676237496;5,22945016103889;2,80090700443811;4,262087748436;4,83286686649394;4,74546276752499;4,57234226034115;3,37015185504963;3,31762963564786;3,02542406359641;1,92640247767011;1,97072714426473;2,07007428838177;2,10336731223137;2,53894416573387;2,17144224612946;2,18153058511382;3,16721017188965;1,44456087783883;0,697347591612281;2,57410962529632;1,72793193975935;1,9332354269857;1,81017024733404;1,37578886511353;2,75984764317373;3,0670544686753;2,11542385755804;3,0411047262917;2,13029816926226;1,57883851914965;2,37161163773679;1,82372390549437;3,00949358032871;2,86714140076828;1,81344853993125;1,35099632957779;2,23455738736299;2,75469761208019;2,3124605445685;2,5757279541605;1,79369002217838;2,43322282921443;1,90060007470948;1,74166774694742;3,17963921674431;1,61491610433365;2,20756887611741;2,09522974595319;2,40356049475616;1,76004432876543;2,94686888949278;1,39618192114579;2,79706163241661;2,75829289254747;2,15511307462126;1,79709788954014;1,5823207982352;2,72006965878291
CCND3|ENSG00000112576;4,70231049512813;3,92895737740202;3,68941891607406;3,59610455205263;5,76925535101373;4,61337427810633;4,94796419626152;3,44165672277185;2,49050574533682;3,3420971191576;4,05445815918523;3,32565590237896;3,56859645670501;2,62092664927429;3,33855662496815;3,23100069715998;2,84911056389032;4,194461619007;3,34177047001691;3,46381647685919;2,7895204854387;3,75349314073381;3,02159674997819;3,77529910103078;5,27796139592029;4,49137318979315;3,27710443906596;1,96562301705306;3,86020620386523;3,9692672393669;3,43023791063803;3,24668158669229;2,5990645506227;2,97816369289518;2,85523221911783;2,71969468414805;3,47947880144208;3,14550568161407;3,46080361691949;3,54354859732695;4,50437749827695;3,05974641903853;4,26904864468809;3,99547157095251;3,05512986623535;3,52250261678567;3,15272150095375;3,45292073582094;4,96756528635755;5,04078541667097;4,99764935898113;4,94675442202553;4,77571904334455;4,81629758385299;5,19507710217724;5,35701355653447;4,6474485837787;4,53943978065515;5,64547469129562;5,2083647852075;5,03386039499659;4,85035557286751;4,9316589456851;5,08626080137857;4,82343838330818;5,04298909868472;5,25438605574763;5,25124200985485;5,16785116423106;5,17814525122053;4,90248942034977;4,93981291783912;4,97888993342597;5,00655585089488;5,12803324679451;4,86330358530696;5,10173298127779;5,11742505745819;4,52778779485937;4,59594296382627;5,32235297690691;5,02204188018023;5,01671301297967;5,09264353413269;4,38246483839788;5,37602436435651;5,43337183828789;5,20160113632331;4,67703085907582;4,9538848142504;5,02031783164583;5,13149469439273;4,94809181199488;5,1014273413546;5,38248018840041;5,05969628905537;4,78003089307578;4,99571284702924
TTK|ENSG00000112742;3,37293684145365;1,94280592332977;3,08498300105493;1,83826765681356;3,91798112046386;2,38103343966677;3,74121036164253;2,29017704111541;3,41563110739283;3,74773636871726;2,30202852200757;2,38916284476959;3,052236810285;3,26537908135642;2,7432147197456;1,38176262040219;4,01871646226108;1,74287585091357;1,8411157717431;2,99635048364833;3,36211802518688;3,15952504164717;2,00908065931568;4,15134354954786;2,74149781517364;1,97014301456789;3,65838988514846;3,86462725405888;2,83945749370428;3,68921018324374;3,00700869062921;2,94385629525545;2,61268570654835;1,73615410080313;1,97531637236059;3,44472777384469;1,44920545104162;3,18894296711761;1,44752201504009;2,87181997082766;2,99973310564143;3,05167677277098;2,78673735907531;2,29352753816259;2,5712876478203;2,52182856027025;3,08298750480993;2,33195599725793;0,207927708438684;0,15436196643648;0,40848330036244;0,3358577855116;0,308408588809601;0,597947793587532;0,400227889221406;0,273015260655387;0,950370820334833;0,635166530866628;0,0856320184867875;0,134499773735251;0,389037215417291;0,28514731191736;0,227552043361038;0,349013096895336;0,28934311600714;0,0629376888735921;0,14397603284623;0,309247322382186;0,150006149542482;0,142573091399746;0,215913132974826;0,0921815810009645;0,40086651606792;0,308575892848531;0,131320035634391;0,206298525990583;0,504455604332135;0,267911029423564;0,456436855270694;0,227047008342261;0,118619227154539;0,11860698775569;0,153901567714477;1,12931259400058;0,334105331529767;0,187829083441766;0,22867008499481;0,223300784390955;0,263667968761173;0,321351659592702;0,236116953882958;0,160007212120851;0,676514748768766;0,623015124651581;0,198202055031202;0,274414085676897;0,145809546886412;0,22784573214287
CLIC5|ENSG00000112782;3,42885457544585;1,7155295440837;0,939856313695883;3,13265833329432;0,541311112886614;1,3240270919548;0,77595060319692;0,421604540296493;0,233376829048306;0,185552469971745;0,449465501688765;0,988212439778702;0,175105156792178;0,302071076019071;0,202556563803045;0,317895530866927;0,60576300988538;2,25706540746667;0,0785252525724483;0,697183829764144;1,59909512045638;0,268522525864648;0,867155460998774;1,33891972878547;1,09819819970438;1,79079475269144;2,01818346365221;0,105981964916223;0,0983780399732073;0,256470235575049;0,209437780078732;0,781361348014326;0,301260465716998;0,111578826193098;0,565081548405232;0,395137181546588;0,584658662356779;1,36036047821321;0,690889985454631;0,994398326411778;0,100175708702133;0,405575433724783;0,54912214552407;3,00385418862044;0,30173397008662;0,507798367198602;0,396026575736821;2,36865818593679;4,48594070824791;4,92646567962078;5,82643597739579;4,95574985084538;4,0707701410545;4,99732928780739;3,32591020336061;5,96769369368591;4,47167304671633;5,59773627166596;5,45534741145227;5,38762839394707;5,54101954980957;4,65813842863039;3,90369748701867;6,02372551357665;4,8807679536234;5,74124860647032;4,82113696359346;4,93735942635266;5,67045822545241;6,29718302150376;5,804091689274;6,04825385633737;5,03726189890782;4,68310795178904;5,1851396789706;6,2797656763315;4,66799799377099;5,24305182403033;5,24307408948982;4,16647544545711;5,92142041059725;4,94478852621672;4,91956939818566;4,68401892466867;2,72566337425751;5,7540134214989;5,30815299428689;6,07289341264341;5,5632916749228;4,93077282636957;5,39958712509137;5,49872034617136;5,49898194904278;4,56396064356907;5,62709670080267;6,23560826509932;5,55599583293515;4,97294503226166
LY86|ENSG00000112799;1,38547637546866;3,13272305145591;3,2465901872244;3,05798827244435;2,24966729736749;3,79728471060189;2,77846391527948;2,62579998994945;1,68627687726354;0,52086854054595;2,15094465554425;4,11741945346062;1,17449340648704;1,46874682951063;1,79178699404887;2,79661074157994;1,12973721067134;3,17753462008986;1,64372625357553;2,1707618836583;0,570824497041136;0,916665583296157;2,04882813975732;1,11556161463095;2,09320767246709;3,95776391779246;2,30757522097121;0,650476421217757;1,03112394332574;2,00874830671639;0,984666671122576;2,70056691737231;1,83191905555746;1,4201669166953;1,41504623507203;2,31960174675309;1,98175338361326;1,05829629632638;2,06492554954024;2,25053571415973;0,32383284128443;2,29095989209665;3,38660476784105;2,93066404756899;2,99713469865967;2,3735919032918;1,54794751384896;3,20236788435877;5,07338055319685;4,63833826323494;4,35658478717312;4,42238545249472;4,83786039966068;4,12425686592678;4,27791024584615;4,68375847731848;4,72978136804114;4,68924516045085;4,84411498288492;4,1238040885848;5,48711023820949;4,45569769393665;4,8999322386674;4,27566861495214;4,25843341401145;3,13470712039007;3,93822986250101;4,51831438428873;3,18135541752254;4,21027889135447;3,07974859778536;3,29282501203709;4,88504192811135;3,58444307676994;3,98040333156966;3,75111592796627;4,0530304750387;3,57181855109598;4,16045823582418;4,3011910001538;4,07382909107791;3,45419416184899;4,3212981556755;5,59032638465244;4,86868992658171;4,02077979783208;4,29621063348536;3,93981876101908;3,97541902433885;4,02651088176838;4,82610822581379;4,41455649090262;4,10662113372575;3,31918583377366;4,73662310779065;4,46434617176161;3,78696876717665;4,33452619080993
SEMA5A|ENSG00000112902;4,88208653915478;2,28858427700998;1,96274322776377;1,52122814670826;1,778418825034;1,27664888922371;1,15485111023483;1,1703802916871;1,30648019085769;0,770007685236275;0,262523138481256;2,28997318535189;1,49526504712041;1,9263016496288;0,797583716405745;1,96896843860935;0,801071835870892;2,72066852560685;2,46052450225553;0,619534953279531;5,83289623097991;0,517938123766949;2,70487526135151;0,626938999440388;0,982562602149943;1,45854952980572;1,58655557312175;0,388958271806011;1,36911404663911;0,76499529493445;1,69841328878777;1,26153141024743;1,2236405450804;1,35463663109199;3,0711289481032;0,900154238323839;4,38867925158822;0,292101255850163;3,78621453397913;1,36457490459681;1,3294273088812;4,09553144744237;0,575548654484273;2,07605632142431;1,38350380942098;0,40368309494944;2,03712619761736;1,78405667483844;2,4052592814314;2,46113770993772;3,12343161170662;3,49096795383814;1,77983644061458;2,90608901898734;2,13136032865439;3,67712472107865;1,30551307735249;3,88904782947444;2,78618356558207;3,18741956979425;3,03209645810289;2,36928337128456;2,20527520741046;3,43697655438681;2,53489643356197;3,44928875581135;2,51210702080204;3,41814914300272;3,66565058879699;4,42061060960344;3,78389670285271;3,52983386245117;2,21644435139067;3,1419538391672;2,6822437799378;4,46060818379496;3,15405492469843;3,69909502907884;3,72823587787163;2,08674083375843;4,57953931227688;3,16043170822029;2,92498012716019;2,97630484803195;1,8326147344785;3,86047009147221;3,42971550878049;4,23728864511593;3,45455398874048;3,55129882727108;3,71058693721551;3,16858612500315;3,46849914084135;3,78663417296873;3,13514412875682;4,471476942719;3,36018840960838;2,71099855434889
C7|ENSG00000112936;3,39514045533871;5,16807065598651;3,81779378167117;4,33040620324334;1,33955681845559;5,52298996795682;2,53854404550536;0,372674444273773;0,729018664495342;3,08766537499615;0,963436208427042;3,55218105641866;2,29677149906777;1,82300743033775;0,319235649264938;3,28247759548693;1,56263806096831;5,29581644291319;0,900889695089232;2,33498931409407;2,91000141416283;0,506498432531816;3,81755423937617;0,952746587874485;3,44389833177605;4,43889309828486;3,14577958864455;0,87310825996226;0,308197222875621;3,89509475413342;0,0377814091622153;3,57874152396354;1,18937658251484;0,0267545164024531;1,35197275772478;2,91376509737707;2,48768848671981;1,9352026074072;4,05650762275879;2,51757101378065;0,0513744430520271;0,522916362690753;1,25949009291122;4,62604836560895;1,10829338362278;0,38022218495496;1,6296185674872;4,89697157195075;5,12967766011008;5,21699192239823;5,05099215910529;5,69413617278751;5,78532601449814;6,44901705417377;7,91040302049773;4,52207370206289;5,78628256339743;6,58104901599437;4,09228368073059;5,38981834939107;5,90213825663716;7,0205072629556;7,99221605359192;5,25427290712837;6,9070542895289;6,47277335626146;5,29359117646647;6,80164126672533;5,83048813837816;5,41462541057571;6,47666166187536;6,59058531341663;6,33307885737369;7,50915217909751;5,35906751409071;6,50014841688842;4,71684375365896;6,84055032937122;6,06106062902986;6,29556541505991;6,00442097295854;7,20555810719079;6,93784467352164;6,50413612584167;7,13080426853333;6,46412715984794;4,79981764332673;5,36796296460305;4,82389676785584;6,5790566604107;5,53110396326262;5,85270077410589;7,19298046676205;6,39969440564459;5,08952839899554;6,30999559900694;6,62839309492292;5,23176793380133
KIF20A|ENSG00000112984;3,90623938536342;2,49975877945605;4,12103496854924;2,3176735570959;3,40036427647819;2,39549682852771;3,72492907607709;3,18249909040598;3,38825319565;3,7290997323923;4,45774410430042;3,18720362591109;3,92433792606077;5,26085955158354;2,90783096105312;1,79695980903548;3,17953549392996;2,47327358557692;3,08718077408745;2,93385774726767;3,42912925417552;3,93963675952784;2,20887541368192;3,61354338777995;3,85584209302844;2,59381658671966;4,77601397861779;4,06076972160932;3,07351868086585;3,77970769429154;2,78710449415298;3,1857109576257;2,61375091294111;2,84844031640284;3,12119367308718;3,83090403392351;2,40472536697074;3,22204571543196;2,62053065666634;3,7031324899541;3,96370795545853;3,9409341949668;3,75754026781904;3,04476200334367;4,21378508525141;3,08826272628691;3,94151315538922;2,3110946525314;0,551514824895607;0,321256461677709;0,844616289094724;0,683929525921975;0,71666969949933;1,89826106747534;0,847146031066945;0,379921949177292;2,13544601897947;1,39624121936774;0,204274012892555;0,498020201191737;0,491418278534598;0,702301345205869;0,62859204251379;0,505078393101717;1,03056613353832;0,0866535686247933;0,387214627587972;0,721605076756991;0,416475006728313;0,220618413647147;0,416435764408407;0,384417351171776;0,528058479123575;0,717009992632035;0,173926823856983;0,353014118735078;1,41195655902708;0,696346918519876;1,12375280141316;0,628283306144199;0,413169805388216;0,422605755256034;0,285458854317848;1,70554835229666;0,92937177937907;0,295433162182538;0,329822600088899;0,478403749579625;0,560488767484239;0,447294583518209;0,407872393262021;0,498496930937356;1,42102198995026;1,86037544024566;0,375247092571972;0,419454269777461;0,200550061087939;0,558588345615701
HBEGF|ENSG00000113070;2,04504067229283;1,8942768823107;3,67041223378035;4,7042365247636;2,38404520277483;3,55117826878012;1,12346974092157;3,3216162763432;1,46365123970658;5,8276975730431;1,09767128954998;2,47956387923275;2,28965179471115;1,44038035563141;5,44897748278577;3,85133696318638;2,21155537971259;3,44497993641548;2,30691426655099;5,17258517014608;1,29498501327938;6,33246346093522;5,15217347281095;1,14536897030703;3,52935767647593;4,59281799341678;2,87657143807099;4,46876708377916;5,02105085039208;5,42715222534183;5,1025625277363;2,77750628204683;4,5449042117928;6,17704437623074;2,527201971127;3,27099477027593;3,53215786471593;5,72495585571853;2,02957998237423;2,79545240490489;3,70202352533655;1,38563395419625;2,73550367627116;3,34569749580175;3,81011232700019;3,93927809917244;3,52363795031252;3,839375956282;6,54448094138573;6,14721430947654;5,49432703214895;4,32109984705829;6,54902999082802;4,91934797507793;5,194737660987;5,09388917450662;4,80278437806682;4,19329953789935;5,68978697096067;5,16012644667179;4,28907207817281;4,80567830265246;4,15064183092604;5,79813572568703;5,0389916759975;7,03339729156866;5,91260874503099;4,55296425601199;6,71026537000974;4,87969897966518;4,79332646430215;5,86434998435153;5,35286751023244;4,51290747532303;6,32034351084974;4,61965877648181;5,81142547748029;5,50577451832028;4,10488644162441;5,44633377386515;5,36153101276963;5,8557917739401;6,29554798225669;3,31898826683989;6,29926229314762;4,71714544490413;4,6671285526674;6,19190277659083;4,57785830170254;4,15237632456369;5,54540736153914;6,97984864955297;3,84268758738135;5,95494823391385;6,27893296289229;4,31721113695682;6,6967190045654;6,27065892173013
LMNB1|ENSG00000113368;4,65231377379674;3,47071976955484;5,02243960788848;3,05029195295761;4,68093936988661;3,904556306512;5,61499942323749;4,31232324934018;4,64579371193655;4,43217639089382;6,07223621966786;4,47218474631681;4,53261759028025;6,29061343809353;4,58430337769142;2,29357207008871;4,66992735207316;3,17779950883426;3,3969867357538;3,92218657548919;4,80633482505227;5,02997792485751;3,58608999499318;5,53367509690065;4,22605147276504;3,83329572413432;4,72053356295891;4,98027452787095;3,742345704528;4,80350345945442;3,82103404313171;3,94929017357192;3,49183498898264;3,85160515520149;4,22037812059338;4,51289231451974;2,59170864348005;5,01712423691923;4,39371609058641;4,53865508224819;4,04710094159926;4,86123254852835;4,14379151579624;3,79479804053243;3,60019347031241;4,21526284203733;4,39878672170098;4,05627676800421;2,02501742977077;1,65836783239552;2,30956261969633;2,23935783322378;2,22597355965675;2,87298191813233;2,86518524400411;1,80348732173523;2,51414503703292;2,61312370647402;1,35441635434571;1,83664173168044;1,8113645533474;2,5884716988742;2,24406899869583;2,58248459984177;2,49757844143669;3,43091491936135;3,02635278420843;2,2583557520688;1,64640241072646;1,68713985460923;2,06764887612462;1,83562473259989;1,48524366386242;2,31838762021336;3,15873630698515;1,90563190332954;2,54156944079205;2,26518114371887;2,52029932498837;2,53220710272121;2,32624253696857;1,59089483409641;2,83782306881332;3,67139556016131;2,7650877483553;2,05567406794338;1,93337927299868;1,96211765146187;2,1803126163485;2,22064964602047;2,40360824460132;2,03721640363151;2,73845234171116;2,62187411339099;1,73022952724393;2,24748735550612;1,97701846752276;2,19971896862002
TARS|ENSG00000113407;4,43247967695472;4,42815468451989;4,28778670863668;4,71811681454603;5,78677943051573;4,40762363679726;5,20334831760717;5,16994492152095;5,66328519482306;5,3741452363228;4,74498393861107;4,12267432266617;4,84374431512777;5,21349616484947;4,56367279375105;4,13029792162606;4,68737880227306;4,7891157082705;5,18085090621889;4,89680602965166;5,20914010323449;5,64810405379005;4,99329755333909;4,95852797577877;4,3126827049554;4,6675842293205;5,77857083685031;4,34979996888785;5,54352195579829;5,13004369942615;5,3921500035946;5,21807638352002;4,86147192489557;3,81833047154329;5,44901626725466;4,56706026218444;4,85119235787473;4,64020849874385;5,37123400882101;3,84466049216658;5,37111742023994;5,03997867241668;4,95817724190281;4,201123055076;5,21624018779204;4,33161124981376;6,27008232235313;5,66387846697915;3,23067762549436;3,47585030617412;3,16573656782217;3,11645343324143;3,13332471783424;3,34785097248041;3,48017229191933;3,28922347570523;3,44785684393933;3,46673506728083;3,25481702508041;3,24429858367394;3,80356867480058;3,45414441821239;3,0719109196261;3,66774367121952;3,7634076633482;3,81264360975419;3,80202439580801;3,43251637916101;3,11899951890118;3,12006469420599;3,18825382715052;3,60141735640977;3,19072300123085;3,47698378799159;3,29471185546112;3,6150717301606;3,46719417620669;3,46498201214413;3,41777680298085;3,22078209226946;3,48073329217555;2,88435189603133;3,38037701005688;3,62933833485624;3,28803893508066;3,34318380406045;3,28872339268364;3,44757610724093;3,10051968363018;3,35998835628172;3,60994732853543;2,98039214103424;3,49417002354686;3,44835341508194;3,23458216157622;3,53676710753069;3,2200105783647;3,30042887765252
BRIX1|ENSG00000113460;3,14377792190996;2,89128416692765;2,93122751710543;3,6913412360672;4,03077588241447;3,5272405574904;4,03947660564365;4,04215041689447;4,52436164188617;4,80049873861796;4,07628253822422;2,89350870452593;3,9821350714309;3,76605858838817;3,4230847427422;2,70238382491832;3,35930420493949;3,79505583384846;4,16375123785783;3,58013361298469;5,12195613450943;4,02095832964449;3,49433113988377;4,52673927811249;3,82666823864896;3,6726786280183;4,19066375247397;3,55310239723299;4,29465072580564;3,58857808844483;3,76422832748493;3,90054282388185;3,85618080759844;2,11901366342576;4,59414862041009;3,05516520405419;2,8355501630189;3,36977865117175;3,90629117566697;3,16207195740951;4,26563147989263;3,87472568161807;4,04316386862251;2,95784921188364;3,44182468634123;3,7732115311142;4,5818740151433;4,00437370390256;2,08378408613957;2,69916949867956;2,00214320780723;2,19557489189756;2,14462655691879;2,2212218137213;2,21419713840332;2,20170902742431;2,334168589959;2,058992196368;2,12010104008652;2,19846792221251;2,60557116895018;2,13129508893369;1,98391646717655;2,4515391878698;2,68784636951117;2,93311937719725;3,01179586186384;2,1314676888044;2,00090073462128;2,00205957957893;2,20610150537492;2,35673933981472;2,45377319023683;2,20075886303532;2,77727015969762;2,33242015142785;2,07264665508652;2,04269093218667;2,16162466382719;2,01243848079119;2,39311540356957;1,96238772699018;2,53038124399856;2,44155512390918;1,75315120523658;2,15014199709328;2,42944683620416;1,99466205951691;2,07341701521359;2,2898116241013;2,45175791434202;1,74182579204609;2,00639324159342;1,80398669259278;1,91354859083574;2,23992478748898;2,04938543970368;2,03126435291142
