gene;ensembl_id;pval;pval_adj;logFC;direction
TOP2A;ENSG00000131747;7,24285460923498e-26;2,17093589542657e-23;3,84465467014801;up
PLAC9;ENSG00000189129;7,22743371407749e-26;2,17093589542657e-23;-2,70090879058704;down
FXYD1;ENSG00000266964;7,25661023540915e-26;2,17093589542657e-23;-1,48408187112367;down
GDF10;ENSG00000266524;7,43671976503274e-26;2,20730040584968e-23;-2,94015350090758;down
MCM4;ENSG00000104738;9,11521413687909e-26;2,64306151453582e-23;2,65641926022631;up
TMEM100;ENSG00000166292;9,32773065127443e-26;2,68403669389152e-23;-4,09314001301701;down
RACGAP1;ENSG00000161800;9,8160919084897e-26;2,80316351886757e-23;2,05248334663457;up
CNTN6;ENSG00000134115;1,03651088446065e-25;2,93769005937928e-23;-1,6636534174439;down
AL133355.1;ENSG00000260461;1,1206349159975e-25;3,15241292227804e-23;-1,50943417698362;down
CKAP2L;ENSG00000169607;1,18805109737455e-25;3,31730267522471e-23;2,06930510417532;up
PECAM1;ENSG00000261371;1,25180832923577e-25;3,46962610077516e-23;-2,88534478964416;down
EXO1;ENSG00000174371;1,29483164461729e-25;3,53686078578613e-23;2,09674280557492;up
MCM2;ENSG00000073111;1,33017633181405e-25;3,60726595882953e-23;3,00860037426156;up
ACOXL;ENSG00000153093;1,3710113753229e-25;3,6914481280569e-23;-1,52566608137229;down
BUB1;ENSG00000169679;1,3931423085302e-25;3,72443257588978e-23;2,23815328234139;up
TDRD10;ENSG00000163239;1,49207734873892e-25;3,93313675949046e-23;-1,49797870779061;down
LIMS2;ENSG00000072163;1,50282056049427e-25;3,93394590471053e-23;-2,28116629545607;down
LYVE1;ENSG00000133800;1,56327594491852e-25;4,06397839611749e-23;-3,0014293068973;down
FKBP4;ENSG00000004478;1,66650467478685e-25;4,30266395315687e-23;1,90858406140718;up
RPS29P11;ENSG00000242640;1,73911457734815e-25;4,45958666619989e-23;-2,96514135112894;down
UBE2T;ENSG00000077152;1,78844239210149e-25;4,5550902682612e-23;2,9756297479689;up
ARRB1;ENSG00000137486;1,81424765246559e-25;4,58980303756311e-23;-2,52937856166291;down
TAL1;ENSG00000162367;1,87564648083523e-25;4,71349960633894e-23;-1,52344871845872;down
GTSE1;ENSG00000075218;1,91998026366722e-25;4,79295735357191e-23;2,16844626897837;up
HJURP;ENSG00000123485;2,01748079965211e-25;5,00321965413725e-23;2,58261130831336;up
WWC2;ENSG00000151718;2,05400554418337e-25;5,06050581620864e-23;-2,1917540425709;down
RAD51;ENSG00000051180;2,26835820986192e-25;5,55232225459383e-23;2,07042101907472;up
UHRF1;ENSG00000276043;2,59920071263446e-25;6,32108844275845e-23;2,23950443543921;up
SLC1A1;ENSG00000106688;2,63860662297605e-25;6,37578696494116e-23;-2,84461560006908;down
CAT;ENSG00000121691;2,9223828755523e-25;7,01651098687541e-23;-2,13689351707459;down
RETN;ENSG00000104918;3,04486666441365e-25;7,26431955158686e-23;-3,6824829814576;down
ATOH8;ENSG00000168874;3,3176603733748e-25;7,86535897951968e-23;-2,85941119635869;down
SLC46A2;ENSG00000119457;3,37406564610361e-25;7,93922754381768e-23;-2,48238708687456;down
PDK4;ENSG00000004799;3,46678462495391e-25;8,06669422454552e-23;-3,58403394063723;down
OR7E47P;ENSG00000257542;3,63873910677469e-25;8,41486322882651e-23;-2,13161492775628;down
RANGAP1;ENSG00000100401;3,80422785345519e-25;8,69093145066626e-23;1,42378287519065;up
CDCA4;ENSG00000170779;3,90103977464705e-25;8,85841531959762e-23;2,16636014846403;up
SGCA;ENSG00000108823;4,70618055089332e-25;1,05594926110669e-22;-2,07896962847378;down
SEC14L6;ENSG00000214491;5,05672866048641e-25;1,12788986305938e-22;-2,26735534049524;down
TTLL12;ENSG00000100304;5,32252857323303e-25;1,17295162076355e-22;2,0258045531761;up
TTK;ENSG00000112742;5,31757861687154e-25;1,17295162076355e-22;2,41573058696039;up
CLEC14A;ENSG00000176435;5,35210714342303e-25;1,17295162076355e-22;-2,76030180495428;down
AURKB;ENSG00000178999;5,75360813195677e-25;1,25365467360758e-22;2,97549403601414;up
LMNB2;ENSG00000176619;5,82667992708803e-25;1,2622798842045e-22;2,09486003781842;up
AQP1;ENSG00000240583;6,61007163622542e-25;1,42380943044296e-22;-3,79584878768981;down
TIE1;ENSG00000066056;6,91699627534776e-25;1,46480996965862e-22;-2,19640979145019;down
HYAL1;ENSG00000114378;6,89113762030394e-25;1,46480996965862e-22;-2,58743785771675;down
RECQL4;ENSG00000160957;6,91578735030526e-25;1,46480996965862e-22;2,26370653809051;up
DSP;ENSG00000096696;7,07593752747595e-25;1,49009757038104e-22;3,99651208630329;up
DEPDC1;ENSG00000024526;7,22329418380203e-25;1,51267819032454e-22;1,80150863048058;up
KCNK3;ENSG00000171303;7,30177251935584e-25;1,52066472440397e-22;-2,73312173424047;down
KIF20A;ENSG00000112984;7,53922072424529e-25;1,56148860000234e-22;2,59585567574782;up
DPEP2;ENSG00000167261;7,62975799002363e-25;1,57160506794503e-22;-2,01491368052184;down
ACADL;ENSG00000115361;7,80645520083162e-25;1,58206628384596e-22;-2,09476310898789;down
FAM189A2;ENSG00000135063;7,75851744090489e-25;1,58206628384596e-22;-3,07840493863877;down
CDK1;ENSG00000170312;7,76556926056907e-25;1,58206628384596e-22;2,63406916044465;up
GPD1;ENSG00000167588;7,92242729594787e-25;1,59698340599334e-22;-3,32542955852986;down
CDCA8;ENSG00000134690;8,18648497429104e-25;1,64143378247819e-22;3,02728642460386;up
STX11;ENSG00000135604;8,3657661520171e-25;1,66850558254119e-22;-2,53240901123653;down
SKA3;ENSG00000165480;8,63943958595805e-25;1,71401934311941e-22;1,92309867536659;up
NCAPG;ENSG00000109805;8,76403664776303e-25;1,72963540019595e-22;2,16600162873344;up
ESYT3;ENSG00000158220;1,00736744350844e-24;1,97774561370055e-22;-1,55308378535552;down
AL049555.1;ENSG00000261116;1,07913692450883e-24;2,10767183260934e-22;3,38152044342476;up
TMEM132A;ENSG00000006118;1,09672672640336e-24;2,13098525524612e-22;2,49456244501159;up
AQP4;ENSG00000171885;1,14097591392541e-24;2,20559420899582e-22;-4,803939062507;down
NR0B2;ENSG00000131910;1,18141188963705e-24;2,27210822346269e-22;-1,95515831051851;down
GPD1L;ENSG00000152642;1,19724093609143e-24;2,29086279624195e-22;-1,9908479828959;down
ASF1B;ENSG00000105011;1,22147479281467e-24;2,3254289048055e-22;2,69108096035573;up
CDC6;ENSG00000094804;1,27228276725228e-24;2,40998486992838e-22;2,59957689579463;up
CCM2L;ENSG00000101331;1,37155616575443e-24;2,58504048340566e-22;-1,77587750567985;down
CHEK1;ENSG00000149554;1,3859868805234e-24;2,59924256026514e-22;1,78464943550662;up
OTULINL;ENSG00000145569;1,40268277717157e-24;2,6174012646735e-22;-2,28292844508691;down
SFTA3;ENSG00000229415;1,40955685562733e-24;2,6174012646735e-22;-3,94990624772695;down
BTNL9;ENSG00000165810;1,56007096149951e-24;2,87856299179881e-22;-2,73694415019842;down
AC093110.1;ENSG00000238018;1,56547397086817e-24;2,87856299179881e-22;-2,45597283721816;down
HBA2;ENSG00000188536;1,65189860574197e-24;3,0227338807497e-22;-4,18020036507923;down
SULT1A2;ENSG00000197165;1,662562399143e-24;3,02755022394663e-22;-1,57196870588083;down
ESPL1;ENSG00000135476;1,8779034700595e-24;3,38696513415756e-22;1,77619079260031;up
KIFC1;ENSG00000237649;1,92541899296828e-24;3,45612709237807e-22;2,74568901154413;up
PARAL1;ENSG00000243961;1,99589373364265e-24;3,56564996633458e-22;-2,15187642444721;down
SHROOM4;ENSG00000158352;2,10927326708877e-24;3,73281952126343e-22;-1,82404708130424;down
VSIG2;ENSG00000019102;2,15207256055223e-24;3,79076519486057e-22;-3,75858813572061;down
LEPR;ENSG00000116678;2,26690674587971e-24;3,97446743190399e-22;-1,79395232890014;down
GNG11;ENSG00000127920;2,31276540855086e-24;4,0360968553391e-22;-2,81373320173193;down
UBE2S;ENSG00000108106;2,48883022859376e-24;4,32333896160562e-22;2,29384453657603;up
LRRN4;ENSG00000125872;2,51041360349177e-24;4,34082755888175e-22;-2,89179331023406;down
HSPA12B;ENSG00000132622;2,53379652162212e-24;4,36125387591533e-22;-2,11415403435217;down
FENDRR;ENSG00000268388;2,56219613741109e-24;4,39009015453233e-22;-2,51866677790844;down
FANCI;ENSG00000140525;2,5739213931459e-24;4,39022474726855e-22;2,22958989564853;up
FCN3;ENSG00000142748;2,64216257005185e-24;4,48632063414886e-22;-4,51352081789041;down
FERMT1;ENSG00000101311;2,79022688885243e-24;4,66800978852992e-22;3,15944300210656;up
NUSAP1;ENSG00000137804;2,79338017758372e-24;4,66800978852992e-22;2,98721334745867;up
SPC24;ENSG00000161888;2,78875672890029e-24;4,66800978852992e-22;2,05976237672349;up
MFAP4;ENSG00000166482;2,81108428703088e-24;4,66800978852992e-22;-3,77949114362963;down
AL033519.3;ENSG00000228559;2,80103880214083e-24;4,66800978852992e-22;-1,43162986636745;down
TMEM125;ENSG00000179178;2,89653709051977e-24;4,78881428189222e-22;-3,44969089513714;down
GIMAP8;ENSG00000171115;2,92846244513623e-24;4,82045379342402e-22;-2,59875099869341;down
GINS1;ENSG00000101003;2,98418492769031e-24;4,89081960214289e-22;2,49208334935754;up
MCM7;ENSG00000166508;3,10192149913051e-24;5,06177190085388e-22;1,93764520778477;up
ROR1;ENSG00000185483;3,42997315701629e-24;5,52533496383457e-22;-1,68453970901482;down
RAD54L;ENSG00000085999;3,5489901600603e-24;5,6927312375946e-22;2,12161596876069;up
PDLIM2;ENSG00000120913;3,71347330910441e-24;5,93132950791062e-22;-1,50171823256989;down
PBK;ENSG00000168078;3,76487863607638e-24;5,98806329902528e-22;2,63179624616121;up
PKMYT1;ENSG00000127564;3,85943389699184e-24;6,11266221626502e-22;2,13695875291404;up
PRR11;ENSG00000068489;4,11742286496281e-24;6,49398556045076e-22;2,23339131076997;up
ST6GALNAC6;ENSG00000160408;4,16418158502367e-24;6,54036770197781e-22;-1,52964064883247;down
C1QTNF7;ENSG00000163145;4,24279337914325e-24;6,63618657372634e-22;-1,74548147845429;down
HYAL2;ENSG00000068001;4,57719210208559e-24;7,10029861267969e-22;-1,51551451039186;down
ALDH2;ENSG00000111275;4,57351515350332e-24;7,10029861267969e-22;-2,10154410194559;down
CDT1;ENSG00000167513;4,63830919703615e-24;7,13637000743991e-22;2,48168142672756;up
TNXB;ENSG00000168477;4,63325509454757e-24;7,13637000743991e-22;-2,81112501798497;down
KIF18B;ENSG00000186185;4,7424549755363e-24;7,26694472775776e-22;2,46624826559383;up
AHCYL2;ENSG00000158467;4,80936436734467e-24;7,33963521567034e-22;-2,33090096556234;down
LRRK2;ENSG00000188906;4,96811143800932e-24;7,55132905870005e-22;-3,33453974909364;down
TPI1;ENSG00000111669;5,06708198162805e-24;7,67082953001885e-22;1,65023021129652;up
HHIP;ENSG00000164161;5,48223173653661e-24;8,2661090123499e-22;-2,55241543502516;down
PEBP4;ENSG00000134020;6,23570839003988e-24;9,29071255978471e-22;-4,81293152904369;down
KPNA2;ENSG00000182481;6,22579018990497e-24;9,29071255978471e-22;2,44917384408207;up
EPAS1;ENSG00000116016;6,54281210738036e-24;9,68588770770204e-22;-3,06265158985439;down
SYNE1;ENSG00000131018;6,55233151734718e-24;9,68588770770204e-22;-1,73075238674947;down
TGFBR2;ENSG00000163513;6,84273974834288e-24;1,00756669849135e-21;-2,60804324286951;down
SLC6A8;ENSG00000130821;7,08715862466603e-24;1,03238187230024e-21;3,40885650331936;up
ABCC6;ENSG00000091262;7,12293508927798e-24;1,03268860842436e-21;-1,4886025637861;down
LPL;ENSG00000175445;7,24674595372281e-24;1,04661336676468e-21;-3,49660306475783;down
AL135999.3;ENSG00000274002;7,48324113012851e-24;1,07255047300454e-21;-1,90078745846062;down
LANCL1-AS1;ENSG00000234281;7,53595733791051e-24;1,07601481762324e-21;-1,65249515701;down
HMGA1;ENSG00000137309;7,91316080974519e-24;1,12560979895602e-21;2,7511371108615;up
SOX17;ENSG00000164736;7,99357118153593e-24;1,13277317927818e-21;-1,99002739068438;down
NECTIN1;ENSG00000110400;8,07701519504725e-24;1,14031119017718e-21;3,83276761940408;up
LINC00261;ENSG00000259974;8,53846502197915e-24;1,20096059329666e-21;-2,03812205642999;down
PERP;ENSG00000112378;8,64861911809762e-24;1,21193196154903e-21;3,21709232579098;up
SELENBP1;ENSG00000143416;8,79731190902886e-24;1,22820249041053e-21;-3,8806368313496;down
NDC80;ENSG00000080986;8,95438892157099e-24;1,24551915276243e-21;2,28007104513538;up
MELK;ENSG00000165304;9,03752181911082e-24;1,25246097415949e-21;2,87762686977982;up
MBIP;ENSG00000151332;9,38431848740502e-24;1,29575782191477e-21;-1,69481308923512;down
RNASEH2A;ENSG00000104889;9,44416536973316e-24;1,29926209347479e-21;1,92154746713968;up
C17orf53;ENSG00000125319;1,00556507551733e-23;1,37336143194296e-21;1,86184874739491;up
SULT1A1;ENSG00000196502;1,00271776774617e-23;1,37336143194296e-21;-1,50490734614262;down
KIF14;ENSG00000118193;1,00983222549326e-23;1,37421031552233e-21;1,65144431468456;up
ALDH3B1;ENSG00000006534;1,07646166093709e-23;1,45961231327422e-21;-2,92541677867877;down
RRM2;ENSG00000171848;1,09379026382061e-23;1,47779297472108e-21;3,14055600034503;up
SPAG5;ENSG00000076382;1,12589295037082e-23;1,51573338443671e-21;2,44882286281642;up
RASGRF1;ENSG00000058335;1,181523539049e-23;1,58496547346805e-21;-2,28698538153299;down
MYO19;ENSG00000278259;1,18835582385932e-23;1,5884777581694e-21;1,36072073534391;up
KNL1;ENSG00000137812;1,19648582102112e-23;1,59369374640959e-21;1,40120029545631;up
DEPDC1B;ENSG00000035499;1,20417396631528e-23;1,5982865373329e-21;1,77274116519659;up
RTKN2;ENSG00000182010;1,22614421810441e-23;1,62173706320862e-21;-3,12118109812717;down
WDHD1;ENSG00000198554;1,28707745419023e-23;1,69046636361327e-21;1,6533476941188;up
IQGAP3;ENSG00000183856;1,29629433716776e-23;1,69666024442842e-21;2,23798906027148;up
TICRR;ENSG00000140534;1,41952529385539e-23;1,84513813627169e-21;1,51029892090344;up
TMEM273;ENSG00000204161;1,45321038163515e-23;1,87598511423757e-21;-1,85596860706643;down
CKS1B;ENSG00000173207;1,50481116448569e-23;1,92938288589415e-21;2,06451685142657;up
SORBS1;ENSG00000095637;1,52361364794115e-23;1,94686835454717e-21;-1,8380632928108;down
FAM83B;ENSG00000168143;1,58167090403058e-23;2,01422583538624e-21;2,98264371646906;up
RCC1;ENSG00000180198;1,61757303124951e-23;2,05301061996466e-21;1,59129464952933;up
NUF2;ENSG00000143228;1,64624514199144e-23;2,08238961836803e-21;2,40149068786453;up
COX4I2;ENSG00000131055;1,66110983197062e-23;2,09416505405125e-21;-2,71860551107179;down
P2RY14;ENSG00000174944;1,69467637256987e-23;2,12936086213404e-21;-1,48009001188185;down
C19orf48;ENSG00000167747;1,77302754776315e-23;2,22040775458246e-21;1,89485881915047;up
FOLR1;ENSG00000110195;1,79789604008124e-23;2,24409573612126e-21;-4,7146814801698;down
AC027288.3;ENSG00000257894;1,88816021692178e-23;2,34898347778437e-21;-1,87351727838466;down
MUCL3;ENSG00000168631;1,91174559969906e-23;2,37050165725842e-21;-1,38884667243961;down
AURKA;ENSG00000087586;2,00410094818362e-23;2,44717498469176e-21;2,46683844146062;up
TBX4;ENSG00000121075;2,00547568939149e-23;2,44717498469176e-21;-2,49062762287776;down
RAI2;ENSG00000131831;2,00604077535417e-23;2,44717498469176e-21;-2,13689333699706;down
MAD2L1;ENSG00000164109;2,00311728735684e-23;2,44717498469176e-21;2,11908869795027;up
IL3RA;ENSG00000185291;1,98743430560948e-23;2,44717498469176e-21;-2,09573229432005;down
PPP1R14B;ENSG00000173457;2,0463418623741e-23;2,48828569361909e-21;1,8946342169526;up
TACC3;ENSG00000013810;2,10266024646233e-23;2,54854591608996e-21;1,68916303843968;up
CDC25A;ENSG00000164045;2,10999245033137e-23;2,54923607100132e-21;1,5751115960576;up
NLRC4;ENSG00000091106;2,11874688219544e-23;2,55163462378138e-21;-1,63392180815018;down
KANK2;ENSG00000197256;2,25727628985682e-23;2,69265916918206e-21;-2,09628092631246;down
PRX;ENSG00000105227;2,3854860748794e-23;2,83662137516022e-21;-2,818886190907;down
TNS2;ENSG00000111077;2,48783721423208e-23;2,94902590536095e-21;-2,14508882500053;down
CIP2A;ENSG00000163507;2,73149226760028e-23;3,21761253209976e-21;1,81111897475407;up
MRGBP;ENSG00000101189;2,79338190740348e-23;3,26705326291776e-21;1,33639848715713;up
HBB;ENSG00000244734;2,8081317341434e-23;3,26705326291776e-21;-4,83195759571252;down
AC099850.3;ENSG00000265415;2,79889445572964e-23;3,26705326291776e-21;2,46978663789417;up
ARHGAP31;ENSG00000031081;2,90192975738441e-23;3,36579206783401e-21;-2,09450087706746;down
LINC01996;ENSG00000261863;2,93414347586972e-23;3,39271589947574e-21;-1,57049150613125;down
ERCC6L;ENSG00000186871;2,97144189760481e-23;3,42533646269766e-21;1,40187295445632;up
SFTPC;ENSG00000168484;3,03197651288755e-23;3,48446203211269e-21;-8,97798292437152;down
PTTG1;ENSG00000164611;3,14727466165538e-23;3,60597320276898e-21;2,52521465892811;up
PLK4;ENSG00000142731;3,24418107902069e-23;3,70573956889954e-21;1,49132153106125;up
EZH2;ENSG00000106462;3,63157542973787e-23;4,1042276577739e-21;2,0163200084905;up
CCNF;ENSG00000162063;3,63658850695446e-23;4,1042276577739e-21;1,76286701181488;up
CCDC69;ENSG00000198624;3,62043914044184e-23;4,1042276577739e-21;-2,20181083513133;down
CCRL2;ENSG00000121797;3,83333865161996e-23;4,30052679978614e-21;-1,79189959103618;down
FEN1;ENSG00000168496;3,83206545285714e-23;4,30052679978614e-21;2,15435520186864;up
FAXDC2;ENSG00000170271;4,05031315506315e-23;4,53005991169574e-21;-2,37851386471031;down
ASPM;ENSG00000066279;4,08822565358642e-23;4,54588985285958e-21;1,96412992938967;up
TIMELESS;ENSG00000111602;4,52423002318329e-23;5,01590737423218e-21;2,01567409000441;up
ZWINT;ENSG00000122952;4,5445160912027e-23;5,02131996013937e-21;2,63556588668934;up
SLC19A3;ENSG00000135917;4,55575388345315e-23;5,02131996013937e-21;-1,91457086865219;down
CDKN3;ENSG00000100526;4,67063713800451e-23;5,11801357317093e-21;2,42032117699141;up
CGNL1;ENSG00000128849;4,66799333214316e-23;5,11801357317093e-21;-2,36352870975893;down
ARHGAP44;ENSG00000006740;4,83781204266318e-23;5,28583550574459e-21;-1,98438510813224;down
MCM10;ENSG00000065328;4,87313592300375e-23;5,3090421565788e-21;1,90122395720567;up
LIMCH1;ENSG00000064042;5,03586303228411e-23;5,44655502733481e-21;-3,04935729726239;down
ECT2;ENSG00000114346;5,04270514535044e-23;5,44655502733481e-21;2,62105491187763;up
RNASE1;ENSG00000129538;5,017537998881e-23;5,44655502733481e-21;-3,03976559646088;down
CDCA3;ENSG00000111665;5,13060226817309e-23;5,52565864282242e-21;2,00093991997982;up
ARHGAP6;ENSG00000047648;5,45892973067308e-23;5,86251727059037e-21;-1,37229160086746;down
C16orf89;ENSG00000153446;5,47759590629163e-23;5,86585163885406e-21;-4,62276575438394;down
MARC2;ENSG00000117791;5,58470462654686e-23;5,94676386716621e-21;-1,69656102429571;down
RHOJ;ENSG00000126785;5,5822392032255e-23;5,94676386716621e-21;-1,99106870110996;down
FOXF1;ENSG00000103241;5,63700073233566e-23;5,98554204522233e-21;-2,36255681946047;down
ESRP1;ENSG00000104413;5,9178240683724e-23;6,26607804093532e-21;1,52740711009608;up
A2M;ENSG00000175899;6,06109431826059e-23;6,39980253016339e-21;-3,39473754510098;down
JUP;ENSG00000173801;6,75044675776846e-23;7,10776789201347e-21;2,21773130424951;up
AC008268.1;ENSG00000235584;6,84299598533832e-23;7,18514578460524e-21;-3,45441880396173;down
CENPW;ENSG00000203760;7,17478580739289e-23;7,4917881166115e-21;2,52792715922397;up
NCAPD2;ENSG00000010292;7,22099579425004e-23;7,51921095205125e-21;2,097503402466;up
IGSF9;ENSG00000085552;7,47044978176974e-23;7,75753731470552e-21;2,98354127934308;up
ITLN2;ENSG00000158764;7,56657855491594e-23;7,81430626376867e-21;-3,31917161318939;down
JAML;ENSG00000160593;7,75468659445742e-23;7,98669156224241e-21;-2,05779840818669;down
TRIM29;ENSG00000137699;7,88928752261469e-23;8,10317965027141e-21;4,04801667773951;up
SHMT2;ENSG00000182199;7,99673792985788e-23;8,19122381157589e-21;1,7514221804298;up
FRY;ENSG00000073910;8,07828878674543e-23;8,23002961665862e-21;-1,59986027372573;down
SPN;ENSG00000197471;8,06281106907827e-23;8,23002961665862e-21;-2,45362758640584;down
XRCC2;ENSG00000196584;8,34624562438526e-23;8,48010050704049e-21;1,54310094974898;up
ZWILCH;ENSG00000174442;8,41933050433076e-23;8,53136191829967e-21;1,44450634000523;up
GIMAP6;ENSG00000133561;8,53810541512863e-23;8,62852234914943e-21;-2,46396419964245;down
CHAF1A;ENSG00000167670;9,1879569857131e-23;9,23573436203881e-21;1,72833982102008;up
EFNA3;ENSG00000143590;9,2716328592772e-23;9,29060436110213e-21;2,04215958640754;up
LMO7;ENSG00000136153;9,82211906117109e-23;9,79483539711228e-21;-2,42030931206381;down
AC093278.2;ENSG00000261269;1,01357705862602e-22;1,00544176907652e-20;-1,40888698149368;down
ERG;ENSG00000157554;1,06570395009196e-22;1,05437560101618e-20;-1,86802716367425;down
AL162511.1;ENSG00000258844;1,07851691774328e-22;1,06425903702442e-20;-2,21460747077726;down
LINC02555;ENSG00000260943;1,09247666934849e-22;1,07521953136008e-20;-1,67629043646088;down
PSAT1;ENSG00000135069;1,10424089302531e-22;1,08396772037993e-20;3,62793436984907;up
GINS2;ENSG00000131153;1,12572574150804e-22;1,10218783964015e-20;2,18280744854782;up
LRRC36;ENSG00000159708;1,15305839566143e-22;1,12602425451962e-20;-2,18890844829954;down
TNFSF13;ENSG00000161955;1,17438241512455e-22;1,14388488728992e-20;-1,94881500868223;down
RAMP3;ENSG00000122679;1,24187235502027e-22;1,20650459851776e-20;-3,18761294534082;down
FILIP1;ENSG00000118407;1,27504322167129e-22;1,23237831386921e-20;-1,64451137491388;down
AGTR1;ENSG00000144891;1,27496239058423e-22;1,23237831386921e-20;-1,34966459965334;down
PRAM1;ENSG00000133246;1,28307207610833e-22;1,23696680073922e-20;-1,84373698590976;down
SNX25;ENSG00000109762;1,30328573718531e-22;1,25324887406123e-20;-1,75488987517085;down
E2F7;ENSG00000165891;1,3259707301495e-22;1,26859052469506e-20;1,73544902374071;up
AC079467.1;ENSG00000250978;1,32287572576327e-22;1,26859052469506e-20;-2,12725972368453;down
TK1;ENSG00000167900;1,33058148014842e-22;1,26977895934671e-20;3,20286378975377;up
CFL2;ENSG00000165410;1,35900439373699e-22;1,29362804600797e-20;-1,46948522327089;down
RFC4;ENSG00000163918;1,40755182741153e-22;1,33646514192135e-20;2,52396072434905;up
PREX2;ENSG00000046889;1,41563950719239e-22;1,33774042360917e-20;-1,41507575084499;down
CSRNP1;ENSG00000144655;1,41599264894563e-22;1,33774042360917e-20;-2,83350956756479;down
SKP2;ENSG00000145604;1,5122246270327e-22;1,42508268289994e-20;2,2862908523349;up
PSMD2;ENSG00000175166;1,53945816430393e-22;1,4471290649236e-20;1,68803212264816;up
MAP1LC3C;ENSG00000197769;1,59031124835388e-22;1,48751321356575e-20;-1,96018825145857;down
COX7A1;ENSG00000161281;1,61055296587065e-22;1,50271767446768e-20;-1,94848201051205;down
PKM;ENSG00000067225;1,64021657540365e-22;1,52661639036643e-20;1,45890707757405;up
ATP13A4;ENSG00000127249;1,7180444127953e-22;1,59511537291426e-20;-2,64664792186042;down
CYB5A;ENSG00000166347;1,83892962847228e-22;1,69482768570324e-20;-2,10579682888295;down
NUDT1;ENSG00000106268;1,85611296477691e-22;1,69820820891421e-20;1,66546800406857;up
SSTR1;ENSG00000139874;1,85032667164449e-22;1,69820820891421e-20;-1,84441145965662;down
EFNA4;ENSG00000243364;1,85299586878497e-22;1,69820820891421e-20;1,64213702954439;up
EPB41L5;ENSG00000115109;1,92992579458429e-22;1,75721142093852e-20;-1,45496779354384;down
CAPN9;ENSG00000135773;1,94308339923492e-22;1,76492840323278e-20;-1,91837529085262;down
FCN1;ENSG00000085265;2,08098340983171e-22;1,87661889075613e-20;-2,25636734942074;down
ECEL1P2;ENSG00000244280;2,09088677461285e-22;1,88104956966662e-20;-2,09174973734507;down
AOC3;ENSG00000131471;2,12299951692735e-22;1,90539206644229e-20;-3,3759718838394;down
CAD;ENSG00000084774;2,15369426173965e-22;1,92377974398758e-20;1,58737584919081;up
KL;ENSG00000133116;2,2006315901248e-22;1,96105928580979e-20;-1,5639375172009;down
ORC1;ENSG00000085840;2,28729586635004e-22;2,02869688663682e-20;1,96640263940241;up
DSG2;ENSG00000046604;2,39311026863627e-22;2,11756552995878e-20;2,15564414829451;up
FAM162B;ENSG00000183807;2,42403638292337e-22;2,1366682125959e-20;-2,37374727360392;down
KRT6A;ENSG00000205420;2,42603526990595e-22;2,1366682125959e-20;7,43738338435902;up
B4GALT2;ENSG00000117411;2,59372548807978e-22;2,27903222081976e-20;1,3840774688446;up
SAPCD2;ENSG00000186193;2,60257466049252e-22;2,28148957737827e-20;2,53084622895172;up
CENPU;ENSG00000151725;2,62199065455749e-22;2,29317720936298e-20;2,3530722978037;up
MFSD2A;ENSG00000168389;2,88408840679095e-22;2,51656741884224e-20;-2,25691718004273;down
F8;ENSG00000185010;2,98330919580193e-22;2,59713256664559e-20;-1,7493891621392;down
CFTR;ENSG00000001626;3,09439807544955e-22;2,6761600371945e-20;-1,83631420476863;down
FOXA2;ENSG00000125798;3,09538606238706e-22;2,6761600371945e-20;-2,80552564410455;down
SECISBP2L;ENSG00000138593;3,14881073134637e-22;2,71611946265679e-20;-1,71651005626858;down
CKAP2;ENSG00000136108;3,28366352009544e-22;2,8259748034246e-20;1,73508540043587;up
LYPD3;ENSG00000124466;3,32898058369428e-22;2,85844927340219e-20;4,42647484334092;up
AC026369.3;ENSG00000256948;3,43058980833863e-22;2,93900188239374e-20;-2,46901868207563;down
FBLN5;ENSG00000140092;3,55125460778595e-22;3,03547715284561e-20;-2,55012058938653;down
SERPINB5;ENSG00000206075;3,62935595026604e-22;3,09521657342259e-20;4,67761563461059;up
FMO2;ENSG00000094963;3,752455473205e-22;3,19297537387049e-20;-3,29623115012564;down
CD93;ENSG00000125810;3,78269460671427e-22;3,21145660360573e-20;-2,61571665825116;down
PKNOX2;ENSG00000165495;3,82413661049674e-22;3,23208137965638e-20;-1,36623644414965;down
ADAMTS7P3;ENSG00000261143;3,885190121277e-22;3,27633650160037e-20;-1,81807046271652;down
PCLAF;ENSG00000166803;4,02363588943168e-22;3,38551238509212e-20;2,23214401372497;up
TNS1;ENSG00000079308;4,24172683496404e-22;3,55315317875488e-20;-2,76378827690192;down
PGC;ENSG00000096088;4,37440355946799e-22;3,6561672322427e-20;-5,44116383999191;down
ATP8A1;ENSG00000124406;4,40101921456946e-22;3,66832251985152e-20;-1,92114053675774;down
ADCY4;ENSG00000129467;4,41814146176573e-22;3,66832251985152e-20;-1,41835802058357;down
TNS4;ENSG00000131746;4,41749709514165e-22;3,66832251985152e-20;3,68161094114903;up
GRASP;ENSG00000161835;4,70960003121355e-22;3,90172248739769e-20;-2,07347934781678;down
RANBP1;ENSG00000099901;4,74144185734051e-22;3,91948795641339e-20;1,64289747798443;up
HELLS;ENSG00000119969;4,94420852801874e-22;4,07816062283734e-20;1,46292134181055;up
VAMP2;ENSG00000220205;5,21765972294122e-22;4,27564528817977e-20;-1,40384204555652;down
