gene;ensembl_id;pval;pval_adj;logFC;direction
HOPX;ENSG00000171476;1,59136174344766e-19;6,82438918307845e-18;-2,93757360209958;down
IRF6;ENSG00000117595;1,63862182294073e-19;7,01110665332018e-18;2,54080326794399;up
SIRPB1;ENSG00000101307;1,65967053301545e-19;7,08508275674034e-18;-1,85297597467076;down
DSG3;ENSG00000134757;1,66302706562408e-19;7,09138068311083e-18;5,15849349582153;up
MMP12;ENSG00000262406;1,77272630363017e-19;7,53358714941818e-18;3,951646109991;up
XXYLT1;ENSG00000173950;1,79801834664033e-19;7,62388094225055e-18;1,88401125389826;up
CYBRD1;ENSG00000071967;1,83882262558733e-19;7,78813695185554e-18;-2,18684162868559;down
MLPH;ENSG00000115648;1,85881897399494e-19;7,85004734735689e-18;-2,76042687865896;down
FFAR4;ENSG00000186188;1,8596875663058e-19;7,85004734735689e-18;-1,45109211918313;down
LINC01936;ENSG00000235997;1,85608606744704e-19;7,85004734735689e-18;-1,77378646223038;down
CTSV;ENSG00000136943;1,88403780902024e-19;7,93506203475059e-18;2,56887444137547;up
FAM184A;ENSG00000111879;1,89745210936375e-19;7,97991086849498e-18;-1,38413737308256;down
PCAT6;ENSG00000228288;1,90181419537254e-19;7,98317217088729e-18;1,79011549824511;up
NEDD9;ENSG00000111859;1,94939241250093e-19;8,17378720681007e-18;-2,22544760089208;down
EPHB3;ENSG00000182580;1,98517849221006e-19;8,30536107257028e-18;2,27677732880929;up
CASS4;ENSG00000087589;2,01297299002743e-19;8,40299190023077e-18;-1,78494901996059;down
LIMD1;ENSG00000144791;2,02312306184422e-19;8,43602033365241e-18;-1,3540574967856;down
AL136369.1;ENSG00000228027;2,07220444970959e-19;8,61209997043031e-18;-1,36058953820812;down
KNTC1;ENSG00000184445;2,08718355457077e-19;8,66480000986179e-18;1,40945476342022;up
MYRF;ENSG00000124920;2,15421724139889e-19;8,9136354461615e-18;-2,45166163265982;down
DKC1;ENSG00000130826;2,15217385363565e-19;8,9136354461615e-18;1,66050747923101;up
ADRB1;ENSG00000043591;2,16443893329858e-19;8,94611026213705e-18;-2,31832221309179;down
DUSP1;ENSG00000120129;2,23132701013532e-19;9,20239295919595e-18;-2,78419360362924;down
MMP11;ENSG00000099953;2,24526121279426e-19;9,24974004549504e-18;3,60319186810567;up
SERTM1;ENSG00000180440;2,32207461253145e-19;9,5349240217182e-18;-1,98584502103655;down
RHOV;ENSG00000104140;2,34744448877246e-19;9,62860935846333e-18;3,45083281418795;up
GOLT1A;ENSG00000174567;2,35772565933681e-19;9,66026834007619e-18;-1,81029438475996;down
CELF2;ENSG00000048740;2,43061684476228e-19;9,91581190079157e-18;-2,15874849680242;down
NXPH4;ENSG00000182379;2,46653187772735e-19;1,00514507168576e-17;3,12714205290124;up
PAK1;ENSG00000149269;2,73422811725815e-19;1,10586618970006e-17;1,51986617313407;up
PARPBP;ENSG00000185480;2,76926544442459e-19;1,11883666589051e-17;1,43367802613568;up
SLC26A9;ENSG00000174502;2,79165375355685e-19;1,12667439229471e-17;-2,25771473036834;down
PIP5K1B;ENSG00000107242;2,81285577356579e-19;1,13391554921464e-17;-1,85149317419105;down
NPM3;ENSG00000107833;2,81561202829262e-19;1,13391554921464e-17;1,96273467304473;up
LMO3;ENSG00000048540;2,8364254932322e-19;1,14107853753882e-17;-2,42307114104234;down
TCF3;ENSG00000071564;2,86411051474892e-19;1,15098769566589e-17;1,38305573445122;up
CCNE1;ENSG00000105173;3,04100724940194e-19;1,21818032163875e-17;2,29386795712739;up
ALOX5;ENSG00000012779;3,05097823341764e-19;1,21989138169804e-17;-2,59246958726119;down
FXR1;ENSG00000114416;3,051751088848e-19;1,21989138169804e-17;1,32733042293408;up
JPT1;ENSG00000189159;3,07990591631869e-19;1,22984166859781e-17;1,4921719697555;up
SLC7A5;ENSG00000103257;3,13274656378963e-19;1,24855353928265e-17;2,91704618706458;up
CSF3R;ENSG00000119535;3,23715800290388e-19;1,2871800729901e-17;-2,26637965149086;down
LST1;ENSG00000204482;3,29116464949196e-19;1,30452630349736e-17;-2,02319383714719;down
TSKU;ENSG00000182704;3,31204523576642e-19;1,31142379372075e-17;1,87208217403276;up
PKP1;ENSG00000081277;3,33666345475375e-19;1,31978519335721e-17;4,87363943366506;up
DENND3;ENSG00000105339;3,35706242861737e-19;1,32610947137391e-17;-1,83348979255344;down
MIR205HG;ENSG00000230937;3,35968840738051e-19;1,32610947137391e-17;3,45362439637794;up
TBX5-AS1;ENSG00000255399;3,37292359330878e-19;1,32994095031145e-17;-1,51010222266553;down
FAM167B;ENSG00000183615;3,40355060628409e-19;1,3392154499361e-17;-1,38776053892952;down
PLSCR4;ENSG00000114698;3,57467639585566e-19;1,4036190285602e-17;-1,47247935456878;down
SLC34A2;ENSG00000157765;3,62467555012877e-19;1,42177049804479e-17;-5,13853026621239;down
FLI1;ENSG00000151702;3,63427459691958e-19;1,42405385583039e-17;-1,69625930572134;down
CCDC68;ENSG00000166510;3,67865040496516e-19;1,43845152505355e-17;-1,54209435827704;down
GYPC;ENSG00000136732;3,71270151944531e-19;1,45026200803617e-17;-2,02769679233131;down
SLC39A6;ENSG00000141424;3,77378427539938e-19;1,47107340497601e-17;1,33902949156389;up
CAPN8;ENSG00000203697;3,86469074240167e-19;1,5034005937547e-17;-2,10347449536044;down
VSIG4;ENSG00000155659;3,86874240833074e-19;1,50342520703121e-17;-3,24489648481437;down
COL4A4;ENSG00000081052;3,90546538553524e-19;1,51613303509527e-17;-1,92583284958723;down
CRIP1;ENSG00000213145;4,04039710966606e-19;1,56529053493178e-17;-1,56150981725259;down
DNAJB11;ENSG00000090520;4,15825679957913e-19;1,60599887356696e-17;1,48106663254778;up
CKAP4;ENSG00000136026;4,21254189948652e-19;1,62363769837571e-17;1,60593892909326;up
ABCA3;ENSG00000167972;4,25382809348231e-19;1,63787589360384e-17;-4,06899537123633;down
MCM5;ENSG00000100297;4,33830552616488e-19;1,6686982327427e-17;1,53731335668637;up
GMPS;ENSG00000163655;4,39570171332266e-19;1,68905174397245e-17;1,60333422047293;up
TYMS;ENSG00000176890;4,52085714599976e-19;1,73360844474528e-17;2,15772025873015;up
CDCA7;ENSG00000144354;4,55700897837099e-19;1,74465150121854e-17;2,26297161008672;up
PRKDC;ENSG00000253729;4,56532329091321e-19;1,74533328043584e-17;1,55196032469766;up
AL365361.1;ENSG00000259834;4,65376904185204e-19;1,77554477765802e-17;-1,69507355823978;down
CYSTM1;ENSG00000120306;4,67986643080213e-19;1,78369631050643e-17;-1,50341641215254;down
COLEC12;ENSG00000158270;4,72077732685703e-19;1,79747173066541e-17;-2,20636686917281;down
ITM2A;ENSG00000078596;4,81367861324375e-19;1,8291493480466e-17;-2,39570561209072;down
NAPSA;ENSG00000131400;4,81013485540856e-19;1,8291493480466e-17;-5,53497359523909;down
MIR3945HG;ENSG00000251230;5,1490247439544e-19;1,94676517275187e-17;-1,87826688248845;down
ITGB4;ENSG00000132470;5,78119687408026e-19;2,17922216168455e-17;2,78513630700762;up
MIR22HG;ENSG00000186594;5,83144825951645e-19;2,19596845297176e-17;-1,84365683850781;down
CABLES1;ENSG00000134508;5,94128716168382e-19;2,23509799959752e-17;-1,63344350760648;down
COL6A6;ENSG00000206384;5,99701216865932e-19;2,2538123000759e-17;-1,98945213466889;down
CDK5R1;ENSG00000176749;6,02545012221558e-19;2,26224444578602e-17;1,57078995715491;up
OPA1;ENSG00000198836;6,07441666790305e-19;2,27835956514035e-17;1,37678348533902;up
NEXN;ENSG00000162614;6,09773326219744e-19;2,28301282398155e-17;-1,59115894419967;down
NDE1;ENSG00000072864;6,27598907493552e-19;2,34463239028438e-17;1,37857298387754;up
ARHGAP29;ENSG00000137962;6,44286639589201e-19;2,40459256230841e-17;-1,75607684561913;down
PLEKHH2;ENSG00000152527;6,79010854378211e-19;2,52668451685949e-17;-1,57872897791365;down
PTPRM;ENSG00000173482;6,83403847792849e-19;2,53552244513302e-17;-1,8772383959784;down
SNX30;ENSG00000148158;6,96775867433384e-19;2,58099645750271e-17;-1,48541545954764;down
MIF;ENSG00000240972;7,05903390986752e-19;2,61128835360605e-17;1,81157873266264;up
CPAMD8;ENSG00000160111;7,08008491352188e-19;2,61650785112948e-17;-2,10102157022679;down
SFTPD;ENSG00000133661;7,11453359529574e-19;2,62666350513882e-17;-5,60042856025367;down
STARD13;ENSG00000133121;7,28862856511336e-19;2,6883058098038e-17;-1,47138536540867;down
SCIMP;ENSG00000161929;7,31631607812152e-19;2,69588010327263e-17;-1,65644196982787;down
CHTF18;ENSG00000127586;7,48788666467518e-19;2,75536126850398e-17;1,3711667354133;up
AOX1;ENSG00000138356;7,49236052584316e-19;2,75536126850398e-17;-1,7718828177405;down
CDO1;ENSG00000129596;7,70446505894934e-19;2,82509543187836e-17;-1,80624666135077;down
SASH1;ENSG00000111961;7,87916445040235e-19;2,88247879279375e-17;-1,56683467703301;down
BRIX1;ENSG00000113460;7,88389875413279e-19;2,88247879279375e-17;1,47022581672574;up
NCKAP5;ENSG00000176771;7,8755533340086e-19;2,88247879279375e-17;-1,78568963998478;down
RGS5;ENSG00000143248;7,97488749864828e-19;2,91010052528119e-17;-2,09840435541879;down
UNC13B;ENSG00000198722;8,16673015693366e-19;2,96575041681709e-17;-1,8159169906366;down
SGMS2;ENSG00000164023;8,27228461920219e-19;3,00119122926686e-17;-2,08992544119964;down
E2F8;ENSG00000129173;8,35298905033681e-19;3,02676279672883e-17;1,3512288072362;up
ACKR1;ENSG00000213088;8,78486590104592e-19;3,17798003973058e-17;-3,20029475172292;down
XPOT;ENSG00000184575;9,60569362360596e-19;3,47158793041061e-17;1,33813356027633;up
PPAT;ENSG00000128059;9,72638076509211e-19;3,50847773148466e-17;1,44383226483516;up
RAB17;ENSG00000124839;9,81298867532223e-19;3,53633468562401e-17;-1,74127460378747;down
FCER1A;ENSG00000179639;1,03382662347754e-18;3,71852047442614e-17;-1,93168876911388;down
TUBB;ENSG00000196230;1,03491885725351e-18;3,71890050754728e-17;1,38670892842795;up
DAAM2;ENSG00000146122;1,05179671226884e-18;3,77595019704513e-17;-1,60420398103597;down
TMEM47;ENSG00000147027;1,06413661039669e-18;3,81661555936281e-17;-1,72335967820514;down
AP001189.1;ENSG00000236304;1,1097258108384e-18;3,95753211348661e-17;-1,39730643522605;down
AGR3;ENSG00000173467;1,12727197551573e-18;4,01251341993065e-17;-3,77625060976195;down
PHYHD1;ENSG00000175287;1,13514607695052e-18;4,03672937458961e-17;-1,79462577483315;down
ABHD11-AS1;ENSG00000225969;1,16471960986588e-18;4,13799299659701e-17;-1,34953653085051;down
PAQR4;ENSG00000162073;1,18447216554934e-18;4,19630434966e-17;1,48806675055552;up
CITED2;ENSG00000164442;1,19046510806646e-18;4,21357579798735e-17;-2,21827994985317;down
MAGI3;ENSG00000081026;1,21127625521532e-18;4,27919947894483e-17;-1,37032238703725;down
PUS7;ENSG00000091127;1,24270298002191e-18;4,37382715517515e-17;1,42882419608191;up
HMGB3;ENSG00000029993;1,26919622267499e-18;4,45874665552039e-17;2,10974863341041;up
PDIA4;ENSG00000155660;1,28296732913231e-18;4,50248998588619e-17;1,54975705539457;up
CDC25C;ENSG00000158402;1,28446496201133e-18;4,50248998588619e-17;1,4256096364366;up
MCM6;ENSG00000076003;1,29098132494765e-18;4,51424313950851e-17;1,79779230020029;up
LHFPL6;ENSG00000183722;1,3207021371213e-18;4,60109677068274e-17;-1,78268941457537;down
CISH;ENSG00000114737;1,37366762731371e-18;4,77238720844152e-17;-1,51074597019164;down
GIMAP4;ENSG00000133574;1,37788197063737e-18;4,78262070747474e-17;-2,09356971275064;down
VIPR1;ENSG00000114812;1,38155208213131e-18;4,79094808978286e-17;-2,6004801420847;down
CDH3;ENSG00000062038;1,38896700687329e-18;4,81223449669933e-17;3,20545337331664;up
TMEM150B;ENSG00000180061;1,43099931021202e-18;4,94422722258864e-17;-1,68018637181883;down
CLIC2;ENSG00000155962;1,48372616358435e-18;5,11702266571929e-17;-2,05518307785553;down
ZP3;ENSG00000188372;1,50222735653403e-18;5,17609325452927e-17;1,45558560039052;up
MAOB;ENSG00000069535;1,57220172661986e-18;5,39746303141489e-17;-1,96451455755017;down
TCF19;ENSG00000137310;1,58022045770158e-18;5,41512819573282e-17;1,57079071457577;up
APOBEC3B;ENSG00000179750;1,60569163615071e-18;5,49242706213259e-17;2,332706793517;up
HNMT;ENSG00000150540;1,63515229670397e-18;5,58812926783829e-17;-1,45098767108763;down
WIF1;ENSG00000156076;1,66306150871612e-18;5,67836083071141e-17;-4,19478086812325;down
UBL3;ENSG00000122042;1,66457336462761e-18;5,67837945517085e-17;-1,53150377860673;down
KCTD1;ENSG00000134504;1,67709993160974e-18;5,71593869096103e-17;1,97209065689392;up
ADAMTSL3;ENSG00000156218;1,68090165299388e-18;5,72372066934097e-17;-1,52404057861153;down
SELENOI;ENSG00000138018;1,77292040870935e-18;6,0099132020053e-17;1,53915221982628;up
ALOX5AP;ENSG00000132965;1,80031282431151e-18;6,09728588611162e-17;-2,85058416171353;down
DISP1;ENSG00000154309;1,82480816367668e-18;6,1671157544321e-17;-1,45032645093318;down
SH3BP1;ENSG00000100092;1,86450885354557e-18;6,29209142653539e-17;1,37043201927448;up
C11orf96;ENSG00000187479;1,87662381359724e-18;6,32731079190948e-17;-2,52794145850856;down
KCNMB2-AS1;ENSG00000237978;1,88170466365782e-18;6,33877187637011e-17;2,16493881772213;up
AC019117.1;ENSG00000236039;1,95288154726007e-18;6,55247904100139e-17;-1,32235294103666;down
AK4;ENSG00000162433;1,97273611754251e-18;6,60998115117911e-17;1,79110663744357;up
RRAD;ENSG00000166592;1,9983917431779e-18;6,68267195896348e-17;-2,89458421237643;down
FAM83H;ENSG00000180921;2,00220561723473e-18;6,68495489297282e-17;1,75653166656994;up
OGN;ENSG00000106809;2,00544182873767e-18;6,68983448975811e-17;-2,43905305180623;down
FANCE;ENSG00000112039;2,14048265811583e-18;7,115122909848e-17;1,57970942695846;up
SH3BP5;ENSG00000131370;2,23093115241803e-18;7,37028481949147e-17;-1,59542649507563;down
C5AR1;ENSG00000197405;2,2694146737792e-18;7,48430324830332e-17;-2,03287592892769;down
DVL3;ENSG00000161202;2,28166194220265e-18;7,51811598875251e-17;1,63740071064938;up
ERICH2;ENSG00000204334;2,43211693563858e-18;7,97899459433389e-17;-1,73927310906622;down
STAC;ENSG00000144681;2,60002684355752e-18;8,49223153188988e-17;-2,01042780577875;down
SVEP1;ENSG00000165124;2,60207651394954e-18;8,49223153188988e-17;-1,68665323891096;down
NR2F1;ENSG00000175745;2,63506457449968e-18;8,58502671873512e-17;-1,81819260507493;down
CXCL16;ENSG00000161921;2,85125189099349e-18;9,217662095283e-17;-1,69075937579687;down
WDR72;ENSG00000166415;2,84985923983e-18;9,217662095283e-17;2,25407850627821;up
DSC2;ENSG00000134755;2,85780295368131e-18;9,23092393650532e-17;2,34300259993628;up
C2;ENSG00000166278;2,91609129386783e-18;9,40308480088519e-17;-2,01881110689607;down
FPR2;ENSG00000171049;2,96605985082312e-18;9,55603641681858e-17;-2,0219775746785;down
GPR87;ENSG00000138271;3,36028115859666e-18;1,0761750065701e-16;3,78724399078927;up
CCN5;ENSG00000064205;3,36773958851597e-18;1,07764807970382e-16;-2,3054982335168;down
POLR2H;ENSG00000163882;3,51528814906546e-18;1,12200496849299e-16;1,56216998188055;up
KLC3;ENSG00000104892;3,52099536204255e-18;1,12287580517931e-16;1,6215007517899;up
TOPBP1;ENSG00000163781;3,76428620400553e-18;1,19440040791236e-16;1,55859384868116;up
HHIP-AS1;ENSG00000248890;3,81858933770133e-18;1,20959432844245e-16;-1,7717938147644;down
PILRA;ENSG00000085514;3,85891651719002e-18;1,22134221759427e-16;-1,77334266854546;down
FSCN1;ENSG00000075618;3,90713362941199e-18;1,2345297750267e-16;2,59528486100818;up
RASSF3;ENSG00000153179;4,02003963557368e-18;1,26807861140544e-16;-1,4111609132013;down
CEACAM21;ENSG00000007129;4,12510369381446e-18;1,29471926509855e-16;-1,41395810518926;down
SCGB3A1;ENSG00000161055;4,19935925883731e-18;1,31692884577265e-16;-4,79390561474314;down
ROS1;ENSG00000047936;4,20337054413499e-18;1,31709104456499e-16;-2,50917106285845;down
EIF4EBP1;ENSG00000187840;4,4325338072805e-18;1,38200464735681e-16;2,30641297706299;up
CLSPN;ENSG00000092853;4,45441664328403e-18;1,38767963114538e-16;1,41711447070809;up
SFTPA1;ENSG00000122852;4,51178272218531e-18;1,40439017103861e-16;-7,27982467685348;down
NECTIN4;ENSG00000143217;4,69933976100366e-18;1,4591566086576e-16;2,46417202226058;up
PPBP;ENSG00000163736;4,8148098707052e-18;1,493779901862e-16;-2,52535262282081;down
DDAH1;ENSG00000153904;4,82082702154075e-18;1,49441673171857e-16;-1,84217826518171;down
C7;ENSG00000112936;4,89583389476192e-18;1,51517617949959e-16;-3,7036558424475;down
LAT2;ENSG00000086730;4,94215154729494e-18;1,52575268284425e-16;-1,44348125820527;down
TMPRSS4;ENSG00000137648;5,04814680699086e-18;1,55465599582942e-16;3,24640922728786;up
GJB2;ENSG00000165474;5,09492502894098e-18;1,56636272395643e-16;4,57403543826331;up
FIGNL1;ENSG00000132436;5,46476753927274e-18;1,67339083990971e-16;1,36573692873622;up
BBOX1-AS1;ENSG00000254560;5,48472671224231e-18;1,67813939462641e-16;2,01698561704359;up
CD1C;ENSG00000158481;5,56197147831997e-18;1,70039347019685e-16;-1,48321448073086;down
GPC1;ENSG00000063660;5,75544627465411e-18;1,75669269087519e-16;2,47198317526935;up
S100A2;ENSG00000196754;6,32686805333193e-18;1,92176705294397e-16;5,35863021696117;up
NIPSNAP1;ENSG00000184117;6,45199372192429e-18;1,95819567912992e-16;1,4317260240897;up
GRAMD2A;ENSG00000175318;6,60079403808041e-18;1,99372541078078e-16;-1,91273800406479;down
AC118754.1;ENSG00000183018;6,75907564820277e-18;2,03501083513581e-16;-2,00908466885113;down
CARD16;ENSG00000204397;6,80919567887289e-18;2,04846473356036e-16;-1,36697128166624;down
CASC9;ENSG00000249395;6,81800743101767e-18;2,04947998494586e-16;2,62120711856058;up
DENND2A;ENSG00000146966;6,86937107753281e-18;2,06327444436334e-16;-1,6615711743059;down
CTHRC1;ENSG00000164932;6,92840593037839e-18;2,07934921612749e-16;3,02587813592255;up
KRT16;ENSG00000186832;7,05004065030762e-18;2,1141709014586e-16;5,74293217659892;up
OTUD1;ENSG00000165312;7,08392759990706e-18;2,12209338781194e-16;-1,41608851117576;down
TBX5;ENSG00000089225;7,30438001492872e-18;2,18522702113284e-16;-1,45793915303734;down
SIAH2;ENSG00000181788;7,44261488619669e-18;2,22305363023125e-16;1,58268470746462;up
SYNPO;ENSG00000171992;7,53986318487854e-18;2,24874943611975e-16;-1,7337075634814;down
RORC;ENSG00000143365;7,73260610102524e-18;2,3023743047247e-16;-1,81586037381055;down
CYP27A1;ENSG00000135929;7,84982763791631e-18;2,33359032185533e-16;-2,49900124672996;down
ERO1A;ENSG00000197930;7,93067023635956e-18;2,3557652841574e-16;1,69417105767743;up
MGLL;ENSG00000074416;7,96716025139411e-18;2,36474098957717e-16;-2,16690653009102;down
SHISA3;ENSG00000178343;8,28268830615339e-18;2,45259965200669e-16;-1,49611116477321;down
ITIH5;ENSG00000123243;8,33365866868994e-18;2,46575560059864e-16;-1,85806848750285;down
RARG;ENSG00000172819;8,6410505535472e-18;2,55070008313204e-16;1,43397638921117;up
CTSO;ENSG00000256043;9,00173084245559e-18;2,64680377618068e-16;-1,42630818881368;down
ADGRL4;ENSG00000162618;9,66706888868222e-18;2,8335937928373e-16;-1,61738561615183;down
MYO16-AS1;ENSG00000236242;9,81376710871995e-18;2,87212695002483e-16;-1,55152930661024;down
WDR53;ENSG00000185798;9,85696006260457e-18;2,8825299422799e-16;1,36003468258086;up
AC104984.4;ENSG00000266120;1,02092751352597e-17;2,97862713795366e-16;-1,66118659481696;down
STAP2;ENSG00000178078;1,02242231705145e-17;2,98068130249455e-16;1,45659641272317;up
DDR1;ENSG00000204580;1,03254483451809e-17;3,00554266696213e-16;1,47675260972287;up
CD36;ENSG00000135218;1,11911092995528e-17;3,23752006942933e-16;-2,38217465417357;down
ANG;ENSG00000214274;1,14586667364866e-17;3,3098424722748e-16;-1,51493674288224;down
CLIC3;ENSG00000169583;1,15765026771321e-17;3,34131905370975e-16;-2,66323625487967;down
GJA4;ENSG00000187513;1,24638114193483e-17;3,58643795001782e-16;-1,79302903938094;down
ST14;ENSG00000149418;1,27109462872039e-17;3,65197500225724e-16;1,3499471449782;up
KCTD12;ENSG00000178695;1,41309981922881e-17;4,04762900348253e-16;-1,72961471285028;down
MACROD2;ENSG00000172264;1,44859085642118e-17;4,14299183101641e-16;-1,53732516234008;down
SMAD6;ENSG00000137834;1,464500802378e-17;4,17266498455319e-16;-1,62723497671854;down
SPARCL1;ENSG00000152583;1,46953316068049e-17;4,18384082264737e-16;-2,44430539562682;down
FAM162A;ENSG00000114023;1,48582723819466e-17;4,22385050857826e-16;1,39899692641976;up
TMTC3;ENSG00000139324;1,48715148047561e-17;4,2244291677866e-16;1,39645651429407;up
SNRPB;ENSG00000125835;1,75174780589621e-17;4,92409646109304e-16;1,39636537973675;up
ALDH3B2;ENSG00000132746;1,77361691817305e-17;4,98185467440634e-16;3,05945555669208;up
OLR1;ENSG00000173391;1,78501355124381e-17;5,01013297201307e-16;-3,05871786397123;down
CADM4;ENSG00000105767;1,801974617911e-17;5,04646606405314e-16;1,59701190375579;up
LMNB1;ENSG00000113368;1,80166846922668e-17;5,04646606405314e-16;1,95501373222545;up
MAPK6;ENSG00000069956;1,86631016934957e-17;5,21085155915933e-16;1,33700152445787;up
CXCL2;ENSG00000081041;1,86758468137001e-17;5,21085155915933e-16;-3,69827171826924;down
APBB1;ENSG00000166313;1,87875197131105e-17;5,23426131253289e-16;-1,43635383911652;down
THOC3;ENSG00000051596;1,89277088170914e-17;5,26553493623809e-16;1,40093525420194;up
TMPRSS2;ENSG00000184012;1,91432374718307e-17;5,32156590339717e-16;-2,6568594881411;down
DIPK2B;ENSG00000147113;1,95988458525076e-17;5,43219481184024e-16;-1,6456619273797;down
GINS4;ENSG00000147536;1,96317153627318e-17;5,4333150557869e-16;1,42360787442181;up
LY86;ENSG00000112799;2,05160253056533e-17;5,66172933112281e-16;-2,08869831983744;down
NPC2;ENSG00000119655;2,0617138413209e-17;5,68517214693427e-16;-1,62942873068855;down
SMC4;ENSG00000113810;2,10110236095463e-17;5,78532165786595e-16;1,49415426382521;up
MICALL1;ENSG00000100139;2,18241168284524e-17;5,99606475108246e-16;1,42274132594792;up
GPRIN2;ENSG00000204175;2,22848659052551e-17;6,11819388418494e-16;-2,01491748501853;down
ST6GALNAC5;ENSG00000117069;2,3969576998837e-17;6,5473420650084e-16;-1,61484989044843;down
NDC1;ENSG00000058804;2,40375660210535e-17;6,5564113687671e-16;1,37306343732024;up
YEATS2;ENSG00000163872;2,49676537132909e-17;6,80025799654986e-16;1,40558468341513;up
PFKP;ENSG00000067057;2,53224791491175e-17;6,89191950560278e-16;1,77844289894607;up
RBPMS;ENSG00000157110;2,55708157844673e-17;6,95448702016952e-16;-1,5722670343774;down
APOBR;ENSG00000184730;2,561937548104e-17;6,95666553097768e-16;-1,79039796361122;down
SFTPA2;ENSG00000185303;2,58988234629573e-17;7,0234255427063e-16;-7,05622552890742;down
VSNL1;ENSG00000163032;2,64075476748354e-17;7,15109561496351e-16;2,33373607362607;up
ITGA9;ENSG00000144668;2,70745494240254e-17;7,31595082823396e-16;-1,63542806126621;down
SPRY4;ENSG00000187678;2,72734071856948e-17;7,36440604487656e-16;-1,79176627238697;down
FPR1;ENSG00000171051;2,75201927063936e-17;7,42572415223697e-16;-2,11156294195144;down
VSIR;ENSG00000107738;2,77045128791036e-17;7,47011168081409e-16;-1,57222093259671;down
P3H4;ENSG00000141696;2,85941785724907e-17;7,70448578477512e-16;1,87404073133598;up
TMEM204;ENSG00000131634;3,00201948148759e-17;8,05417255193415e-16;-1,7805725985013;down
SELPLG;ENSG00000110876;3,04970243361964e-17;8,17628259141481e-16;-2,11575744470823;down
LDHA;ENSG00000134333;3,06257458657815e-17;8,20495728792206e-16;1,4399023062708;up
ATP11A;ENSG00000068650;3,19119867805408e-17;8,50723013926794e-16;-1,83849607019155;down
CCT6A;ENSG00000146731;3,28293306156075e-17;8,74559447035565e-16;1,38343996846876;up
ARTN;ENSG00000117407;3,30542987909972e-17;8,79930644722203e-16;2,09448498448635;up
CA3;ENSG00000164879;3,3440303780001e-17;8,88950811697557e-16;-1,85139891471792;down
TSPAN13;ENSG00000106537;3,3935781740937e-17;9,00851614594802e-16;-1,77872430988099;down
LSR;ENSG00000105699;3,54728825042333e-17;9,37693061709029e-16;1,33275725512282;up
ZBTB16;ENSG00000109906;3,57930513053439e-17;9,44170097239284e-16;-1,73840583901335;down
MYOZ1;ENSG00000177791;3,59499898735115e-17;9,47646761036374e-16;-1,54030710882595;down
ST8SIA6;ENSG00000148488;3,66919712289277e-17;9,64507570065851e-16;-1,46362331926908;down
GRHL2;ENSG00000083307;3,73047168905317e-17;9,78567364779812e-16;1,47514088761391;up
CCND3;ENSG00000112576;4,00550834157994e-17;1,0477976192634e-15;-1,42286179777244;down
HK3;ENSG00000160883;4,04882848487468e-17;1,05546742556951e-15;-1,98656371633646;down
FANCG;ENSG00000221829;4,18093417098685e-17;1,08614964559166e-15;1,45044007743919;up
SLC16A4;ENSG00000168679;4,2424846765832e-17;1,10062257318516e-15;-1,71716841081199;down
DLL4;ENSG00000128917;4,37363815656632e-17;1,12884998449708e-15;-1,54612967894455;down
TXNIP;ENSG00000265972;4,37282049817677e-17;1,12884998449708e-15;-2,01917015819748;down
MMP14;ENSG00000157227;4,4298968717703e-17;1,14187072267835e-15;1,70280590100956;up
FAM174B;ENSG00000185442;4,4689915995069e-17;1,15067375917632e-15;-1,64286817804294;down
TMEM79;ENSG00000163472;4,51230514669343e-17;1,16103305463897e-15;1,97653534214924;up
FBL;ENSG00000105202;4,57978253149409e-17;1,17678870159966e-15;1,46212589410157;up
TFPI;ENSG00000003436;4,65619589770188e-17;1,19398166233927e-15;-2,06141473414197;down
ARHGEF19;ENSG00000142632;4,80124242960727e-17;1,23033877215531e-15;1,88637780964387;up
HLA-DMA;ENSG00000204257;5,01629933172494e-17;1,28370267012472e-15;-2,09120480192036;down
TMOD1;ENSG00000136842;5,12252685191392e-17;1,30910948937556e-15;-1,33611349471811;down
KLF6;ENSG00000067082;5,14740441167529e-17;1,31368591264793e-15;-1,67939555733086;down
ATP10A;ENSG00000206190;5,32792350989994e-17;1,356084245143e-15;-1,56270542102702;down
PLEKHG6;ENSG00000008323;5,37667979974921e-17;1,36577315716194e-15;1,94160786633394;up
PKIG;ENSG00000168734;5,40412080390692e-17;1,37085015951058e-15;-1,50022212099757;down
DLG5;ENSG00000151208;5,45777820657889e-17;1,38353025889032e-15;1,3898892691239;up
ALPL;ENSG00000162551;5,71439596237093e-17;1,44566547517834e-15;-2,796696512237;down
RHOB;ENSG00000143878;5,9299017905671e-17;1,49717111852262e-15;-1,81884471236567;down
GPRIN1;ENSG00000169258;6,02126194308454e-17;1,51820380564931e-15;1,53061017388704;up
COBL;ENSG00000106078;6,16611718991022e-17;1,55161406858255e-15;-1,647737980086;down
HSPD1;ENSG00000144381;6,2006664574536e-17;1,55926699208615e-15;1,51400077305758;up
LARGE2;ENSG00000165905;6,34586513511318e-17;1,5936534728054e-15;2,35604672201;up
NCS1;ENSG00000107130;6,36833467836911e-17;1,59823152930175e-15;1,56076169063563;up
SLC16A5;ENSG00000170190;6,41819199739224e-17;1,609672304336e-15;-1,58544649347232;down
